"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"21","Amino acid conjugation of benzoic acid(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"22","Amino acid metabolism(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"23","Amino acid metabolism in triple-negative breast cancer cells(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"24","AMP-activated protein kinase signaling(wiki)","0.0582471420794774","0.216566173690094","-0.929292929292929","-1.33294213853362","106","2","c(""hmdb:HMDB0258140"", ""hmdb:HMDB0003540"")"
"25","AMPK inhibits chREBP transcriptional activation activity(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"26","Androgen and Estrogen Metabolism(kegg)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"27","Antigen processing: Ubiquitination & Proteasome degradation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"28","Antiviral mechanism by IFN-stimulated genes(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"29","Arachidonic Acid Metabolism(kegg)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"30","Arachidonic acid metabolism(reactome)","0.0827225130890052","0.216566173690094","0.836734693877551","1.47553885696479","78","3","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0015403"")"
"31","Arginine and proline metabolism(kegg)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"32","Aryl hydrocarbon receptor pathway(wiki)","0.0872703412073491","0.216566173690094","0.96","1.29746998322788","132","1","hmdb:HMDB0258755"
"33","Aryl hydrocarbon receptor signaling(wiki)","0.0872703412073491","0.216566173690094","0.96","1.29746998322788","132","1","hmdb:HMDB0258755"
"34","Aryl hydrocarbon receptor signalling(reactome)","0.0872703412073491","0.216566173690094","0.96","1.29746998322788","132","1","hmdb:HMDB0258755"
"35","Asparagine N-linked glycosylation(reactome)","0.0158730158730159","0.216566173690094","0.870600423629678","1.69095002019619","12","4","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000288"", ""hmdb:HMDB0247871"")"
"36","Aspartate and asparagine metabolism(reactome)","0.215384615384615","0.363574030426398","-0.69211830735951","-1.21149005816243","503","6","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000812"")"
"37","Aspartate and asparagine metabolism(wiki)","0.215384615384615","0.363574030426398","-0.69211830735951","-1.21149005816243","503","6","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000812"")"
"38","Aspirin ADME(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"39","Autophagy(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"40","Axon guidance(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"41","Azathioprine ADME(reactome)","0.258446687143484","0.398213460649931","-0.690329995828808","-1.16958906276516","588","5","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"42","Beta oxidation of butanoyl-CoA to acetyl-CoA(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"43","Bile acid and bile salt metabolism(reactome)","0.165365853658537","0.29131310266591","-0.812784869026525","-1.24830338726135","338","3","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"44","Bile acid and bile salt metabolism(wiki)","0.165365853658537","0.29131310266591","-0.812784869026525","-1.24830338726135","338","3","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"45","Biomarkers for pyrimidine metabolism disorders(wiki)","0.0120845921450151","0.216566173690094","0.805839729993986","1.84556385932058","7","6","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"46","Biosynthesis of aspirin-triggered D-series resolvins(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"47","Biosynthesis of D-series resolvins(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"48","Biosynthesis of DHA-derived SPMs(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"49","Biosynthesis of DHA-derived sulfido conjugates(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"50","Biosynthesis of E-series 18(R)-resolvins(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"51","Biosynthesis of E-series 18(S)-resolvins(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"52","Biosynthesis of EPA-derived SPMs(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"53","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"54","Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"55","Biosynthesis of specialized proresolving mediators (SPMs)(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"56","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein(reactome)","0.0158730158730159","0.216566173690094","0.870600423629678","1.69095002019619","12","4","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000288"", ""hmdb:HMDB0247871"")"
"57","Biotin transport and metabolism(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"58","Blood group systems biosynthesis(reactome)","0.0299145299145299","0.216566173690094","0.94949494949495","1.48096892404789","34","2","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"")"
"59","Blood group systems biosynthesis(wiki)","0.0299145299145299","0.216566173690094","0.94949494949495","1.48096892404789","34","2","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"")"
"60","BMAL1:CLOCK,NPAS2 activates circadian gene expression(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"61","BMAL1:CLOCK,NPAS2 activates circadian gene expression(wiki)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"62","Burn wound healing(wiki)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"63","Butyrate Metabolism(kegg)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"64","C-type lectin receptors(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"65","C-type lectin receptors (CLRs)(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"66","Ca-dependent events(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"67","Calmodulin induced events(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"68","Caloric restriction and aging(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"69","CaM pathway(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"70","Cam-PDE 1 activation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"71","Cerebral organic acidurias, including diseases(wiki)","0.271760797342193","0.398213460649931","-0.88","-1.17433276547416","408","1","hmdb:HMDB0000812"
"72","Cholestasis(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"73","Cholesterol biosynthesis(reactome)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"74","Cholesterol biosynthesis(wiki)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"75","Cholesterol biosynthesis pathway(wiki)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"76","Cholesterol metabolism(wiki)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"77","Cholesterol metabolism with Bloch and Kandutsch-Russell pathways(wiki)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"78","Cholesterol synthesis disorders(wiki)","0.104273504273504","0.23317248557101","0.878787878787879","1.37068400417199","121","2","c(""hmdb:HMDB0001343"", ""hmdb:HMDB0256482"")"
"79","Chondroitin sulfate/dermatan sulfate metabolism(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"80","Circadian Clock(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"81","Circadian Clock(wiki)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"82","Citric acid cycle and respiratory electron transport(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"83","Class A/1 (Rhodopsin-like receptors)(reactome)","0.258704453441296","0.398213460649931","-0.631567278551903","-1.17590232445947","638","8","c(""hmdb:HMDB0000220"", ""hmdb:HMDB0247631"", ""hmdb:HMDB0005011"")"
"84","Class I MHC mediated antigen processing & presentation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"85","Class I MHC mediated antigen processing and presentation(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"86","CLEC7A (Dectin-1) signaling(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"87","Cobalamin (Cbl) metabolism(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"88","Cobalamin (Cbl, vitamin B12) transport and metabolism(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"89","Coenzyme A biosynthesis(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"90","Conjugation of benzoate with glycine(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"91","Conjugation of carboxylic acids(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"92","Conjugation of phenylacetate with glutamine(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"93","Conjugation of salicylate with glycine(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"94","CS/DS degradation(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"95","Cytochrome P450 - arranged by substrate type(reactome)","0.052991452991453","0.216566173690094","0.915015385007736","1.42718963480846","61","2","c(""hmdb:HMDB0258755"", ""hmdb:HMDB0000638"")"
"96","Cytokine Signaling in Immune system(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"97","Cytoprotection by HMOX1(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"98","Cytosolic sensors of pathogen-associated DNA(reactome)","0.213953488372093","0.363181551690444","-0.91","-1.21436683702442","321","1","hmdb:HMDB0001044"
"99","Cytosolic sensors of pathogen-associated DNA(wiki)","0.213953488372093","0.363181551690444","-0.91","-1.21436683702442","321","1","hmdb:HMDB0001044"
"100","Cytosolic sulfonation of small molecules(reactome)","0.115121951219512","0.25648493543759","-0.841008725601096","-1.29165057186853","235","3","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"101","Cytosolic tRNA aminoacylation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"102","DAG and IP3 signaling(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"103","DAG and IP3 signaling(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"104","DARPP-32 events(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"105","Deadenylation of mRNA(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"106","Defective GGT1 causes GLUTH(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"107","Defective PAPSS2 causes SEMD-PA(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"108","Defective SLC26A2 causes chondrodysplasias(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"109","Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)(reactome)","0.0299145299145299","0.216566173690094","0.94949494949495","1.48096892404789","34","2","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"")"
"110","Defective TPMT causes TPMT deficiency(reactome)","0.169291338582677","0.296504483182377","0.92","1.24340873392672","257","1","hmdb:HMDB0015167"
"111","Detoxification of Reactive Oxygen Species(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"112","Developmental Biology(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"113","Diclofenac metabolic pathway(wiki)","0.00104712041884817","0.216566173690094","1","1.76344887783596","0","3","c(""hmdb:HMDB0013974"", ""hmdb:HMDB0013976"", ""hmdb:HMDB0060542"")"
"114","Digestion(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"115","Digestion(wiki)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"116","Digestion and absorption(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"117","Digestion of dietary lipid(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"118","Diseases associated with glycosaminoglycan metabolism(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"119","Diseases of glycosylation(reactome)","0.27755905511811","0.398213460649931","0.86","1.16231685997498","422","1","hmdb:HMDB0001448"
"120","Diseases of metabolism(reactome)","0.0183150183150183","0.216566173690094","0.865979381443299","1.68197466116086","14","4","c(""hmdb:HMDB0015167"", ""hmdb:HMDB0001448"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"121","DNA Repair(reactome)","0.0438788942518649","0.216566173690094","-0.829895725172935","-1.40604778767072","99","5","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"122","Dopamine metabolism(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"123","Drug ADME(reactome)","0.235897435897436","0.394900127496813","-0.680403595724444","-1.19098452243362","551","6","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"124","Drug-induced formation of DNA interstrand crosslinks(reactome)","0.282905982905983","0.398213460649931","0.777777777777778","1.21313411863498","330","2","c(""hmdb:HMDB0014693"", ""hmdb:HMDB0030637"")"
"125","Endogenous sterols(reactome)","0.0872703412073491","0.216566173690094","0.96","1.29746998322788","132","1","hmdb:HMDB0258755"
"126","Energy dependent regulation of mTOR by LKB1-AMPK(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"127","Energy dependent regulation of mTOR by LKB1-AMPK(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"128","eNOS activation(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"129","ESR-mediated signaling(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"130","Ethanol oxidation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"131","Ethylmalonic encephalopathy(wiki)","0.0544502617801047","0.216566173690094","0.857142857142857","1.51152760957368","51","3","c(""hmdb:HMDB0001448"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"132","Extra-nuclear estrogen signaling(reactome)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"133","Extra-nuclear estrogen signaling(wiki)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"134","Factors involved in megakaryocyte development and platelet production(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"135","Factors involved in megakaryocyte development and platelet production(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"136","Fanconi Anemia Pathway(reactome)","0.282905982905983","0.398213460649931","0.777777777777778","1.21313411863498","330","2","c(""hmdb:HMDB0014693"", ""hmdb:HMDB0030637"")"
"137","Fas ligand pathway and stress induction of heat shock proteins(wiki)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"138","Fatty acid biosynthesis(wiki)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"139","Fatty Acid Elongation In Mitochondria(kegg)","0.297674418604651","0.398213460649931","-0.87","-1.16098807495741","447","1","hmdb:HMDB0000220"
"140","Fatty acid metabolism(reactome)","0.0739509763190694","0.216566173690094","-0.748707033511144","-1.35405313243373","177","7","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000220"")"
"141","Fatty acid Metabolism(kegg)","0.0551219512195122","0.216566173690094","-0.887755102040816","-1.36344528935852","112","3","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000220"")"
"142","Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion(reactome)","0.286829268292683","0.398213460649931","-0.750351390256967","-1.1524158701624","587","3","hmdb:HMDB0000220"
"143","Fatty acyl-CoA biosynthesis(reactome)","0.0384615384615385","0.216566173690094","-0.860954264370156","-1.39685291275435","83","4","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000220"")"
"144","Fatty acyl-CoA biosynthesis(wiki)","0.0384615384615385","0.216566173690094","-0.860954264370156","-1.39685291275435","83","4","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0000220"")"
"145","Fc epsilon receptor (FCERI) signaling(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"146","Fc epsilon receptor (FCERI) signaling(wiki)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"147","FCERI mediated NF-kB activation(reactome)","0.0936309199782254","0.216566173690094","-0.909090909090909","-1.30396513552202","171","2","c(""hmdb:HMDB0245755"", ""hmdb:HMDB0000045"")"
"148","Formation of selenosugars for excretion(reactome)","0.157264957264957","0.281960248824154","0.848484848484849","1.32341903851088","183","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
