"","pathway","pval_rna","padj_rna","log2err_rna","ES_rna","NES_rna","size_rna","leadingEdge_rna","pval_metabolites","padj_metabolites","ES_metabolites","NES_metabolites","nMoreExtreme_metabolites","size_metabolites","leadingEdge_metabolites"
"11","Activation of the pre-replicative complex(reactome)","1.30776928671734e-10","3.46813621230755e-09","0.826657301178302","0.756868246205469","2.34885909642524","32","c(""gene_symbol:DBF4"", ""gene_symbol:MCM3"", ""gene_symbol:MCM2"", ""gene_symbol:CDT1"", ""gene_symbol:MCM10"", ""gene_symbol:POLA2"", ""gene_symbol:MCM6"", ""gene_symbol:CDC6"", ""gene_symbol:CDC45"", ""gene_symbol:POLE"", ""gene_symbol:MCM5"", ""gene_symbol:CDK2"", ""gene_symbol:MCM4"", ""gene_symbol:POLA1"", ""gene_symbol:MCM7"", ""gene_symbol:POLE2"", ""gene_symbol:GMNN"", ""gene_symbol:ORC1"", ""gene_symbol:PRIM1"", ""gene_symbol:CDC7"", ""gene_symbol:PRIM2"", ""gene_symbol:RPA3"", ""gene_symbol:RPA2"", ""gene_symbol:ORC6"", ""gene_symbol:ORC2"", 
""gene_symbol:RPA1"", ""gene_symbol:MCM8"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"12","Adenylate cyclase inhibitory pathway(reactome)","0.0246445363708059","0.0691740800951004","0.352487857583619","-0.477173986859987","-1.70118462815069","13","c(""gene_symbol:ADCY1"", ""gene_symbol:ADCY5"", ""gene_symbol:ADCY2"", ""gene_symbol:ADCY9"", ""gene_symbol:GNAI1"", ""gene_symbol:GNAL"", ""gene_symbol:ADCY8"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"13","ADORA2B mediated anti-inflammatory cytokines production(reactome)","0.0290972989851998","0.0793810080531437","0.352487857583619","-0.295769672073132","-1.45811203936277","38","c(""gene_symbol:ADCY1"", ""gene_symbol:ADCY5"", ""gene_symbol:ADCY2"", ""gene_symbol:PRKAR1B"", ""gene_symbol:GNG7"", ""gene_symbol:ADCY9"", ""gene_symbol:GNAZ"", ""gene_symbol:GNAI1"", ""gene_symbol:GNG3"", ""gene_symbol:ADCY8"", ""gene_symbol:GNB5"", ""gene_symbol:GNG4"")","0.082","0.248698522613751","0.96271186440678","1.29168461869884","122","1","hmdb:HMDB0000058"
"14","Anti-inflammatory response favouring Leishmania parasite infection(reactome)","0.00447154471544715","0.0164668968601318","0.310441924215386","0.44025745120188","1.52386701340394","71","c(""gene_symbol:FCGR3A"", ""gene_symbol:HCK"", ""gene_symbol:FCGR2A"", ""gene_symbol:FGR"", ""gene_symbol:FCGR1A"", ""gene_symbol:ITPR3"", ""gene_symbol:MYH9"", ""gene_symbol:RHBDF2"", ""gene_symbol:LYN"", ""gene_symbol:ADCY7"", ""gene_symbol:PLCG2"", ""gene_symbol:SYK"", ""gene_symbol:ADAM17"", ""gene_symbol:GNGT2"", ""gene_symbol:IGKC"", ""gene_symbol:FURIN"", ""gene_symbol:GNAI3"", ""gene_symbol:GNG5"")","0.082","0.248698522613751","0.96271186440678","1.29168461869884","122","1","hmdb:HMDB0000058"
"15","Antigen Presentation: Folding, assembly and peptide loading of class I MHC(reactome)","5.08953301570446e-05","0.000371172372073875","0.557332238758646","0.643540239267442","1.93935689348634","27","c(""gene_symbol:HLA-A"", ""gene_symbol:TAP1"", ""gene_symbol:B2M"", ""gene_symbol:HLA-E"", ""gene_symbol:TAP2"", ""gene_symbol:ERAP1"", ""gene_symbol:TAPBP"", ""gene_symbol:HLA-G"", ""gene_symbol:PDIA3"", ""gene_symbol:HSPA5"", ""gene_symbol:SEC24D"", ""gene_symbol:SEC24B"", ""gene_symbol:SEC24A"", ""gene_symbol:CALR"", ""gene_symbol:SEC13"", ""gene_symbol:CANX"", ""gene_symbol:SEC31A"", ""gene_symbol:BCAP31"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"16","Antigen processing-Cross presentation(reactome)","6.56603934112148e-09","1.3080831545922e-07","0.761460801445585","0.551712264846163","1.96730755353566","95","c(""gene_symbol:CYBB"", ""gene_symbol:HLA-A"", ""gene_symbol:NCF4"", ""gene_symbol:TAP1"", ""gene_symbol:PSMB8"", ""gene_symbol:PSMB9"", ""gene_symbol:B2M"", ""gene_symbol:TLR2"", ""gene_symbol:CYBA"", ""gene_symbol:NCF2"", ""gene_symbol:FCGR1A"", ""gene_symbol:NCF1"", ""gene_symbol:CTSS"", ""gene_symbol:HLA-E"", ""gene_symbol:TAP2"", ""gene_symbol:TLR1"", ""gene_symbol:TLR4"", ""gene_symbol:BTK"", ""gene_symbol:CD14"", ""gene_symbol:TAPBP"", ""gene_symbol:MYD88"", ""gene_symbol:HLA-G"", ""gene_symbol:CTSL"", ""gene_symbol:ITGB5"", ""gene_symbol:TIRAP"", 
""gene_symbol:CD36"", ""gene_symbol:SNAP23"", ""gene_symbol:SEC61B"", ""gene_symbol:PSME1"", ""gene_symbol:CHUK"", ""gene_symbol:RPS27A"", ""gene_symbol:PDIA3"", ""gene_symbol:SEC61A1"", ""gene_symbol:TLR6"", ""gene_symbol:PSMA5"", ""gene_symbol:PSME4"", ""gene_symbol:MRC2"", ""gene_symbol:VAMP8"", ""gene_symbol:HMGB1"", ""gene_symbol:PSME2"", ""gene_symbol:PSMB10"", ""gene_symbol:VAMP3"", ""gene_symbol:LY96"", ""gene_symbol:SEM1"", ""gene_symbol:ITGAV"", ""gene_symbol:SEC61G"", ""gene_symbol:PSMA7"", ""gene_symbol:PSMA4"", ""gene_symbol:PSMA1"", 
""gene_symbol:MRC1"", ""gene_symbol:CALR"", ""gene_symbol:IKBKB"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"17","Antimicrobial peptides(reactome)","0.000187700257791403","0.00111971410670423","0.518848077743792","0.684022795867435","1.90528597997858","18","c(""gene_symbol:LYZ"", ""gene_symbol:CCR2"", ""gene_symbol:SLC11A1"", ""gene_symbol:TLR2"", ""gene_symbol:TLR1"", ""gene_symbol:RNASE6"", ""gene_symbol:ATP7A"", ""gene_symbol:LCN2"")","0.181327160493827","0.319221244586646","-0.864494924641682","-1.29079003538431","234","2","hmdb:HMDB0001429"
"18","Antimicrobial peptides(wiki)","0.0200700116686114","0.0583387385442058","0.154683506526719","0.609765118249566","1.58130890915909","13","c(""gene_symbol:LYZ"", ""gene_symbol:SLC11A1"", ""gene_symbol:RNASE6"", ""gene_symbol:ATP7A"", ""gene_symbol:LCN2"")","0.181327160493827","0.319221244586646","-0.864494924641682","-1.29079003538431","234","2","hmdb:HMDB0001429"
"19","Apoptosis(reactome)","5.70362292368017e-05","0.000406562759254218","0.557332238758646","0.419560895873279","1.55266758674601","169","c(""gene_symbol:VIM"", ""gene_symbol:PSMB8"", ""gene_symbol:CASP8"", ""gene_symbol:HMGB2"", ""gene_symbol:PSMB9"", ""gene_symbol:LMNB1"", ""gene_symbol:LMNA"", ""gene_symbol:GSDMD"", ""gene_symbol:TP53"", ""gene_symbol:CLSPN"", ""gene_symbol:CASP6"", ""gene_symbol:BAK1"", ""gene_symbol:TLR4"", ""gene_symbol:CASP3"", ""gene_symbol:CD14"", ""gene_symbol:BMF"", ""gene_symbol:BCL2L11"", ""gene_symbol:RIPK1"", ""gene_symbol:APAF1"", ""gene_symbol:UNC5B"", ""gene_symbol:TFDP1"", ""gene_symbol:PSME1"", ""gene_symbol:CASP7"", ""gene_symbol:RPS27A"", ""gene_symbol:H1-0"", 
""gene_symbol:ROCK1"", ""gene_symbol:E2F1"", ""gene_symbol:CFLAR"", ""gene_symbol:PSMA5"", ""gene_symbol:TICAM2"", ""gene_symbol:KPNB1"", ""gene_symbol:PSME4"", ""gene_symbol:TRADD"", ""gene_symbol:PLEC"", ""gene_symbol:FADD"", ""gene_symbol:HMGB1"", ""gene_symbol:PSME2"", ""gene_symbol:BAX"", ""gene_symbol:PSMB10"", ""gene_symbol:LY96"", ""gene_symbol:AKT1"", ""gene_symbol:SEM1"", ""gene_symbol:TRAF2"", ""gene_symbol:TNFSF10"", ""gene_symbol:TJP2"", ""gene_symbol:UACA"", ""gene_symbol:C1QBP"", ""gene_symbol:PAK2"", ""gene_symbol:SFN"", ""gene_symbol:TJP1"", 
""gene_symbol:PSMA7"", ""gene_symbol:BID"", ""gene_symbol:PSMA4"", ""gene_symbol:PSMA1"", ""gene_symbol:TICAM1"", ""gene_symbol:PMAIP1"", ""gene_symbol:PRKCD"", ""gene_symbol:ACIN1"", ""gene_symbol:PSMB3"", ""gene_symbol:DFFB"", ""gene_symbol:PSMD11"", ""gene_symbol:PSMB2"", ""gene_symbol:PSMA3"", ""gene_symbol:PSMD4"", ""gene_symbol:PKP1"", ""gene_symbol:BCAP31"", ""gene_symbol:STAT3"", ""gene_symbol:PSME3"", ""gene_symbol:DIABLO"", ""gene_symbol:PSMB4"", ""gene_symbol:BBC3"", ""gene_symbol:PSMC4"", ""gene_symbol:PSMD2"", ""gene_symbol:BCL2"", 
""gene_symbol:PSMA2"", ""gene_symbol:PSMD9"", ""gene_symbol:PSMA6"", ""gene_symbol:DBNL"", ""gene_symbol:BAD"", ""gene_symbol:PSMD7"", ""gene_symbol:PSMD1"", ""gene_symbol:PSMD14"", ""gene_symbol:PSMD12"", ""gene_symbol:PSMD8"", ""gene_symbol:BIRC2"", ""gene_symbol:PSMB6"", ""gene_symbol:TMED7"", ""gene_symbol:FAS"", ""gene_symbol:PSMD13"", ""gene_symbol:PSMC6"", ""gene_symbol:TP53BP2"", ""gene_symbol:PSMD10"", ""gene_symbol:PSMB1"", ""gene_symbol:H1-2"", ""gene_symbol:PSMD3"", ""gene_symbol:GSN"", ""gene_symbol:STK24"", ""gene_symbol:GAS2"", 
""gene_symbol:AVEN"", ""gene_symbol:PSMC2"", ""gene_symbol:PSMB7"", ""gene_symbol:PSMD5"", ""gene_symbol:OMA1"", ""gene_symbol:PSMC3"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"20","Aquaporin-mediated transport(reactome)","0.00845550627118534","0.0282126532773864","0.380730400722792","-0.302594871517249","-1.50287196940834","40","c(""gene_symbol:ADCY1"", ""gene_symbol:ADCY5"", ""gene_symbol:ADCY2"", ""gene_symbol:PRKAR1B"", ""gene_symbol:GNG7"", ""gene_symbol:ADCY9"", ""gene_symbol:GNG3"", ""gene_symbol:ADCY8"", ""gene_symbol:MYO5B"", ""gene_symbol:AQP11"", ""gene_symbol:GNB5"", ""gene_symbol:GNG4"")","0.082","0.248698522613751","0.96271186440678","1.29168461869884","122","1","hmdb:HMDB0000058"
"21","Arachidonate production from DAG(reactome)","0.0421133231240429","0.106694051884982","0.194352651180812","-0.669968117474881","-1.58481067282257","5","c(""gene_symbol:MGLL"", ""gene_symbol:ABHD6"", ""gene_symbol:DAGLA"", ""gene_symbol:ABHD12"")","0.0478395061728395","0.248698522613751","-0.948979591836735","-1.41693532953203","61","2","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"")"
"22","Assembly and cell surface presentation of NMDA receptors(reactome)","1.44358140377787e-09","3.22163194154581e-08","0.788186810800237","-0.625639767935666","-3.01218074180857","36","c(""gene_symbol:GRIN2A"", ""gene_symbol:CAMK2A"", ""gene_symbol:GRIN2B"", ""gene_symbol:NEFL"", ""gene_symbol:GRIN1"", ""gene_symbol:DLG2"", ""gene_symbol:CAMK2B"", ""gene_symbol:ACTN2"", ""gene_symbol:LRRC7"", ""gene_symbol:LIN7A"", ""gene_symbol:TUBA4A"", ""gene_symbol:GRIN2C"", ""gene_symbol:TUBA8"", ""gene_symbol:LIN7B"", ""gene_symbol:APBA1"", ""gene_symbol:DLG3"", ""gene_symbol:TUBB4A"", ""gene_symbol:DLG4"", ""gene_symbol:KIF17"", ""gene_symbol:GRIN3A"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
"23","Assembly and cell surface presentation of NMDA receptors(wiki)","2.90867008175187e-10","7.37826621979791e-09","0.814035837847908","-0.747886382040136","-3.26204322239579","25","c(""gene_symbol:GRIN2A"", ""gene_symbol:CAMK2A"", ""gene_symbol:GRIN2B"", ""gene_symbol:NEFL"", ""gene_symbol:GRIN1"", ""gene_symbol:DLG2"", ""gene_symbol:CAMK2B"", ""gene_symbol:ACTN2"", ""gene_symbol:LRRC7"", ""gene_symbol:LIN7A"", ""gene_symbol:GRIN2C"", ""gene_symbol:LIN7B"", ""gene_symbol:APBA1"", ""gene_symbol:DLG3"", ""gene_symbol:DLG4"", ""gene_symbol:KIF17"", ""gene_symbol:GRIN3A"", ""gene_symbol:CAMK2G"")","0.129161118508655","0.248698522613751","-0.938983050847458","-1.24145148576342","193","1","hmdb:HMDB0001429"
