"","pathway","pval_rna","padj_rna","log2err_rna","ES_rna","NES_rna","size_rna","leadingEdge_rna","pval_metabolites","padj_metabolites","ES_metabolites","NES_metabolites","nMoreExtreme_metabolites","size_metabolites","leadingEdge_metabolites"
"11","Antimicrobial peptides(wiki)","0.0200700116686114","0.0583387385442058","0.154683506526719","0.609765118249566","1.58130890915909","13","c(""gene_symbol:LYZ"", ""gene_symbol:SLC11A1"", ""gene_symbol:RNASE6"", ""gene_symbol:ATP7A"", ""gene_symbol:LCN2"")","0.00939261114589856","0.165409419581786","-0.977085120515534","-1.43814166272185","14","2","hmdb:HMDB0029952"
"12","Azathioprine ADME(reactome)","0.0211711711711712","0.0611478522369611","0.147797789076295","0.548478034185972","1.52773784027992","18","c(""gene_symbol:VAV1"", ""gene_symbol:SLC29A1"", ""gene_symbol:IMPDH2"", ""gene_symbol:NME1-NME2"", ""gene_symbol:VAV2"", ""gene_symbol:XDH"", ""gene_symbol:GMPS"", ""gene_symbol:ABCC4"", ""gene_symbol:SLC29A2"", ""gene_symbol:VAV3"", ""gene_symbol:TPMT"")","0.0718915733647613","0.315065060520993","-0.84607641727807","-1.40975382297021","121","4","c(""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"13","Binding and Uptake of Ligands by Scavenger Receptors(reactome)","0.000241886649921353","0.00138745095263877","0.518848077743792","0.582791501370021","1.82798434209282","34","c(""gene_symbol:COL3A1"", ""gene_symbol:COL4A1"", ""gene_symbol:COL4A2"", ""gene_symbol:IGKC"", ""gene_symbol:FTL"", ""gene_symbol:CD36"", ""gene_symbol:SSC5D"", ""gene_symbol:STAB1"", ""gene_symbol:HYOU1"", ""gene_symbol:SCARB1"", ""gene_symbol:COLEC12"", ""gene_symbol:SCARF1"", ""gene_symbol:HSP90B1"", ""gene_symbol:SPARC"", ""gene_symbol:COL1A1"", ""gene_symbol:CALR"")","0.0202507232401157","0.172784396677762","0.742594484167518","1.72083416671728","20","10","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"14","Binding and uptake of ligands by scavenger receptors(wiki)","0.000241886649921353","0.00138745095263877","0.518848077743792","0.582791501370021","1.82798434209282","34","c(""gene_symbol:COL3A1"", ""gene_symbol:COL4A1"", ""gene_symbol:COL4A2"", ""gene_symbol:IGKC"", ""gene_symbol:FTL"", ""gene_symbol:CD36"", ""gene_symbol:SSC5D"", ""gene_symbol:STAB1"", ""gene_symbol:HYOU1"", ""gene_symbol:SCARB1"", ""gene_symbol:COLEC12"", ""gene_symbol:SCARF1"", ""gene_symbol:HSP90B1"", ""gene_symbol:SPARC"", ""gene_symbol:COL1A1"", ""gene_symbol:CALR"")","0.0202507232401157","0.172784396677762","0.742594484167518","1.72083416671728","20","10","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"15","Biomarkers for pyrimidine metabolism disorders(wiki)","0.0346568739958687","0.0913032246098407","0.115816281989299","0.559973218861001","1.49943805549846","15","c(""gene_symbol:RRM2"", ""gene_symbol:TYMS"", ""gene_symbol:RRM1"", ""gene_symbol:UMPS"", ""gene_symbol:PUS1"")","0.0828729281767956","0.315065060520993","-0.681543474830953","-1.39990841840188","164","12","c(""hmdb:HMDB0304156"", ""hmdb:HMDB0002031"", ""hmdb:HMDB0246131"", ""hmdb:HMDB0000296"")"
"16","Burn wound healing(wiki)","4.41487239538039e-08","7.63997409437861e-07","0.719512826338911","0.60699260786717","2.05955314537596","59","c(""gene_symbol:LGALS1"", ""gene_symbol:S100A11"", ""gene_symbol:SERPINH1"", ""gene_symbol:S100A6"", ""gene_symbol:TGFB1"", ""gene_symbol:IL1B"", ""gene_symbol:CCL2"", ""gene_symbol:MMP2"", ""gene_symbol:NFKB1"", ""gene_symbol:INHBA"", ""gene_symbol:TP53"", ""gene_symbol:TNC"", ""gene_symbol:TIMP1"", ""gene_symbol:TGFB3"", ""gene_symbol:ICAM1"", ""gene_symbol:TLR4"", ""gene_symbol:CASP3"", ""gene_symbol:MYD88"", ""gene_symbol:FBN1"", ""gene_symbol:FGFR1"", ""gene_symbol:PDGFRB"", ""gene_symbol:CXCR4"", ""gene_symbol:KLF4"", ""gene_symbol:SNAI2"", 
""gene_symbol:NOX4"", ""gene_symbol:TPT1"", ""gene_symbol:MMP9"", ""gene_symbol:HMGB1"", ""gene_symbol:BAX"", ""gene_symbol:AKT1"", ""gene_symbol:COL1A1"", ""gene_symbol:VEGFA"", ""gene_symbol:TGFB2"")","0.0837209302325581","0.315065060520993","0.962550607287449","1.29219544322369","125","1","hmdb:HMDB0000895"
"17","Calcium regulation in cardiac cells(wiki)","4.15809568842136e-16","2.53457653604669e-14","1.03769615548758","-0.42236682292282","-2.74057427384376","138","c(""gene_symbol:ADCY1"", ""gene_symbol:CHRM1"", ""gene_symbol:RGS4"", ""gene_symbol:KCNB1"", ""gene_symbol:CAMK4"", ""gene_symbol:CAMK2A"", ""gene_symbol:RGS9"", ""gene_symbol:ATP2B2"", ""gene_symbol:RYR2"", ""gene_symbol:KCNJ3"", ""gene_symbol:ADRA1D"", ""gene_symbol:CHRM3"", ""gene_symbol:PRKCZ"", ""gene_symbol:ADCY5"", ""gene_symbol:ADCY2"", ""gene_symbol:ATP2B3"", ""gene_symbol:CAMK2B"", ""gene_symbol:RGS6"", ""gene_symbol:PRKAR1B"", ""gene_symbol:RGS7"", ""gene_symbol:CHRM4"", ""gene_symbol:CACNA1A"", ""gene_symbol:ATP1B1"", ""gene_symbol:GNAO1"", 
""gene_symbol:GNG7"", ""gene_symbol:CACNA1E"", ""gene_symbol:PRKCB"", ""gene_symbol:PRKCE"", ""gene_symbol:CACNA1B"", ""gene_symbol:PRKCG"", ""gene_symbol:ADCY9"", ""gene_symbol:GNAZ"", ""gene_symbol:GNAI1"", ""gene_symbol:CACNB1"", ""gene_symbol:ADRB1"", ""gene_symbol:GNG3"", ""gene_symbol:RYR3"", ""gene_symbol:CACNA1C"", ""gene_symbol:ITPR1"", ""gene_symbol:CHRM2"", ""gene_symbol:ADCY8"", ""gene_symbol:GJB6"", ""gene_symbol:SLC8A3"", ""gene_symbol:CACNA1D"", ""gene_symbol:PRKCA"", ""gene_symbol:GJC2"", ""gene_symbol:ADRA1A"", ""gene_symbol:CAMK2G"", 
""gene_symbol:GNB5"", ""gene_symbol:GNG4"", ""gene_symbol:GJB1"", ""gene_symbol:GJD2"", ""gene_symbol:CALM3"", ""gene_symbol:PKIA"", ""gene_symbol:ADCY3"", ""gene_symbol:ATP2B1"", ""gene_symbol:ARRB1"", ""gene_symbol:CALM1"", ""gene_symbol:GJB2"", ""gene_symbol:PRKCQ"", ""gene_symbol:CALM2"")","0.0971599402092676","0.335932080854265","0.828876733620419","1.38252419425263","129","3","c(""hmdb:HMDB0000895"", ""hmdb:HMDB0000068"", ""hmdb:HMDB0062515"")"
"18","Cardiac progenitor differentiation(wiki)","0.0288276745675849","0.0788033620709616","0.122713319801186","0.4687521814582","1.45472191614228","32","c(""gene_symbol:TNNT2"", ""gene_symbol:TGFB1"", ""gene_symbol:INHBA"", ""gene_symbol:BMP1"", ""gene_symbol:NOTCH1"", ""gene_symbol:CXCR4"", ""gene_symbol:PAX6"", ""gene_symbol:ANPEP"")","0.0772311212814645","0.315065060520993","-0.807926829268293","-1.40565753666853","134","5","c(""hmdb:HMDB0244343"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0001852"")"
"19","Cellular response to hypoxia(reactome)","0.00365704997968306","0.0139713677427742","0.344219133252555","0.439644094644196","1.52793220455744","74","c(""gene_symbol:PSMB8"", ""gene_symbol:PSMB9"", ""gene_symbol:AJUBA"", ""gene_symbol:LIMD1"", ""gene_symbol:PSME1"", ""gene_symbol:RPS27A"", ""gene_symbol:PSMA5"", ""gene_symbol:PSME4"", ""gene_symbol:ARNT"", ""gene_symbol:PSME2"", ""gene_symbol:PSMB10"", ""gene_symbol:SEM1"", ""gene_symbol:HIF1A"", ""gene_symbol:PSMA7"", ""gene_symbol:VEGFA"", ""gene_symbol:PSMA4"", ""gene_symbol:PSMA1"", ""gene_symbol:PSMB3"", ""gene_symbol:PSMD11"", ""gene_symbol:PSMB2"", ""gene_symbol:PSMA3"", ""gene_symbol:PSMD4"", ""gene_symbol:PSME3"", ""gene_symbol:EP300"", 
""gene_symbol:PSMB4"", ""gene_symbol:PSMC4"", ""gene_symbol:UBE2D3"", ""gene_symbol:PSMD2"", ""gene_symbol:PSMA2"", ""gene_symbol:PSMD9"", ""gene_symbol:PSMA6"", ""gene_symbol:HIF1AN"", ""gene_symbol:PSMD7"", ""gene_symbol:PSMD1"", ""gene_symbol:PSMD14"", ""gene_symbol:PSMD12"", ""gene_symbol:UBE2D1"", ""gene_symbol:PSMD8"", ""gene_symbol:PSMB6"", ""gene_symbol:UBE2D2"", ""gene_symbol:CITED2"", ""gene_symbol:PSMD13"", ""gene_symbol:PSMC6"", ""gene_symbol:PSMD10"", ""gene_symbol:PSMB1"", ""gene_symbol:PSMD3"", ""gene_symbol:CREBBP"", ""gene_symbol:PSMC2"", 
""gene_symbol:PSMB7"", ""gene_symbol:PSMD5"", ""gene_symbol:PSMC3"")","0.236130867709815","0.576821376193306","0.790273556231003","1.19152309185318","331","2","c(""hmdb:HMDB0000044"", ""hmdb:HMDB0248647"")"
"20","Cellular response to hypoxia(wiki)","0.00365704997968306","0.0139713677427742","0.344219133252555","0.439644094644196","1.52793220455744","74","c(""gene_symbol:PSMB8"", ""gene_symbol:PSMB9"", ""gene_symbol:AJUBA"", ""gene_symbol:LIMD1"", ""gene_symbol:PSME1"", ""gene_symbol:RPS27A"", ""gene_symbol:PSMA5"", ""gene_symbol:PSME4"", ""gene_symbol:ARNT"", ""gene_symbol:PSME2"", ""gene_symbol:PSMB10"", ""gene_symbol:SEM1"", ""gene_symbol:HIF1A"", ""gene_symbol:PSMA7"", ""gene_symbol:VEGFA"", ""gene_symbol:PSMA4"", ""gene_symbol:PSMA1"", ""gene_symbol:PSMB3"", ""gene_symbol:PSMD11"", ""gene_symbol:PSMB2"", ""gene_symbol:PSMA3"", ""gene_symbol:PSMD4"", ""gene_symbol:PSME3"", ""gene_symbol:EP300"", 
""gene_symbol:PSMB4"", ""gene_symbol:PSMC4"", ""gene_symbol:UBE2D3"", ""gene_symbol:PSMD2"", ""gene_symbol:PSMA2"", ""gene_symbol:PSMD9"", ""gene_symbol:PSMA6"", ""gene_symbol:HIF1AN"", ""gene_symbol:PSMD7"", ""gene_symbol:PSMD1"", ""gene_symbol:PSMD14"", ""gene_symbol:PSMD12"", ""gene_symbol:UBE2D1"", ""gene_symbol:PSMD8"", ""gene_symbol:PSMB6"", ""gene_symbol:UBE2D2"", ""gene_symbol:CITED2"", ""gene_symbol:PSMD13"", ""gene_symbol:PSMC6"", ""gene_symbol:PSMD10"", ""gene_symbol:PSMB1"", ""gene_symbol:PSMD3"", ""gene_symbol:CREBBP"", ""gene_symbol:PSMC2"", 
""gene_symbol:PSMB7"", ""gene_symbol:PSMD5"", ""gene_symbol:PSMC3"")","0.236130867709815","0.576821376193306","0.790273556231003","1.19152309185318","331","2","c(""hmdb:HMDB0000044"", ""hmdb:HMDB0248647"")"
