"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"33","Alpha-linolenic (omega-3) and linoleic (omega-6) acid metabolism(wiki)","0.0261809903244166","0.144657611909228","0.840052176218691","1.52129108785521","45","7","c(""hmdb:HMDB0000673"", ""hmdb:HMDB0006270"", ""hmdb:HMDB0247706"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"")"
"34","alpha-linolenic (omega3) and linoleic (omega6) acid metabolism(reactome)","0.0261809903244166","0.144657611909228","0.840052176218691","1.52129108785521","45","7","c(""hmdb:HMDB0000673"", ""hmdb:HMDB0006270"", ""hmdb:HMDB0247706"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"")"
"35","alpha-linolenic acid (ALA) metabolism(reactome)","0.282793867120954","0.669278818852925","0.725540679711637","1.18445889165963","497","4","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"36","alpha-Linolenic acid metabolism(kegg)","0.0102695763799743","0.0972186563970903","0.733827162062405","1.65150837651349","15","22","c(""hmdb:HMDB0000673"", ""hmdb:HMDB0006270"", ""hmdb:HMDB0247706"", ""hmdb:HMDB0002925"", ""hmdb:HMDB0247333"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0003073"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0247113"")"
"37","Alternative pathway of fetal androgen synthesis(wiki)","0.0130404941660947","0.11155121515575","0.662507066684979","1.651563884273","18","38","c(""hmdb:HMDB0000031"", ""hmdb:HMDB0000365"", ""hmdb:HMDB0000490"", ""hmdb:HMDB0000546"", ""hmdb:HMDB0002961"", ""hmdb:HMDB0006770"", ""hmdb:HMDB0062608"", ""hmdb:HMDB0243561"", ""hmdb:HMDB0245800"", ""hmdb:HMDB0000077"", ""hmdb:HMDB0000234"", ""hmdb:HMDB0000628"", ""hmdb:HMDB0000899"", ""hmdb:HMDB0003769"", ""hmdb:HMDB0005962"", ""hmdb:HMDB0242698"", ""hmdb:HMDB0248410"")"
"38","Amine Oxidase reactions(reactome)","0.00236266981689309","0.043674501933827","0.87676898271555","1.72960643470544","3","11","c(""hmdb:HMDB0001257"", ""hmdb:HMDB0001256"", ""hmdb:HMDB0012880"", ""hmdb:HMDB0001276"", ""hmdb:HMDB0062644"")"
"39","Amino acid conjugation(wiki)","0.215900233826968","0.583958727684371","-0.869341563786008","-1.27589936536156","276","2","c(""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"40","Amino acid metabolism(wiki)","0.00072992700729927","0.0243684788577705","0.698477105380769","1.95463212874667","0","72","c(""hmdb:HMDB0001257"", ""hmdb:HMDB0001256"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0001511"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"")"
"41","Amino acid metabolism in triple-negative breast cancer cells(wiki)","0.290394638868205","0.680462685136719","-0.60563383680379","-1.1981285083383","389","13","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0304154"", ""hmdb:HMDB0001721"", ""hmdb:HMDB0000272"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"42","Amino acid transport across the plasma membrane(reactome)","0.0135714285714286","0.113672750560359","0.610521728807874","1.62012533957415","18","54","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"", ""hmdb:HMDB0000177"", ""hmdb:HMDB0250763"", ""hmdb:HMDB0000192"", ""hmdb:HMDB0250712"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000159"", ""hmdb:HMDB0250791"", ""hmdb:HMDB0000883"", ""hmdb:HMDB0250806"", ""hmdb:HMDB0000172"", ""hmdb:HMDB0000557"", ""hmdb:HMDB0000687"", ""hmdb:HMDB0013773"", ""hmdb:HMDB0033923"", ""hmdb:HMDB0000167"", ""hmdb:HMDB0004041"", ""hmdb:HMDB0250801"")"
"43","Amino acids regulate mTORC1(reactome)","0.0056369785794814","0.0702149963409086","0.922648360616828","1.62456471394732","9","6","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"44","Amino acids regulate mTORC1(wiki)","0.0056369785794814","0.0702149963409086","0.922648360616828","1.62456471394732","9","6","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"45","Amyotrophic lateral sclerosis (ALS)(wiki)","0.0540694365395561","0.251178504780351","0.791104614802659","1.43264958312197","94","7","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"46","Androgen and Estrogen Metabolism(kegg)","0.0350877192982456","0.179225041019816","0.650047030335238","1.50383712059625","51","26","c(""hmdb:HMDB0002961"", ""hmdb:HMDB0006770"", ""hmdb:HMDB0062608"", ""hmdb:HMDB0243561"", ""hmdb:HMDB0000077"", ""hmdb:HMDB0000234"", ""hmdb:HMDB0000628"", ""hmdb:HMDB0005962"", ""hmdb:HMDB0242698"", ""hmdb:HMDB0000151"", ""hmdb:HMDB0000429"", ""hmdb:HMDB0244189"", ""hmdb:HMDB0000145"", ""hmdb:HMDB0006769"", ""hmdb:HMDB0060089"", ""hmdb:HMDB0000363"", ""hmdb:HMDB0245990"")"
"47","Androgen biosynthesis(reactome)","0.0279295689131755","0.153513513513513","0.759563046964358","1.57008515899291","45","14","c(""hmdb:HMDB0002961"", ""hmdb:HMDB0006770"", ""hmdb:HMDB0062608"", ""hmdb:HMDB0243561"", ""hmdb:HMDB0000077"", ""hmdb:HMDB0000234"", ""hmdb:HMDB0000628"", ""hmdb:HMDB0005962"", ""hmdb:HMDB0242698"")"
"48","Anti-inflammatory response favouring Leishmania parasite infection(reactome)","0.000814332247557003","0.0243684788577705","-0.956199414659486","-1.64041015275009","0","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"49","Anti-inflammatory response favouring Leishmania parasite infection(wiki)","0.000652315720808871","0.0243684788577705","-0.768804866761753","-1.77648891657592","0","30","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"50","Arachidonate epoxygenase / epoxide hydrolase(wiki)","0.000619195046439629","0.0243684788577705","0.859315800140861","1.79738167844702","0","15","c(""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0244445"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247485"")"
"51","Arachidonic acid (AA, ARA) oxylipin metabolism(wiki)","0.000772797527047913","0.0243684788577705","0.799014439328257","2.35415995992148","0","100","c(""hmdb:HMDB0001337"", ""hmdb:HMDB0010210"", ""hmdb:HMDB0010217"", ""hmdb:HMDB0013633"", ""hmdb:HMDB0246835"", ""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0003876"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0004679"", ""hmdb:HMDB0004680"", ""hmdb:HMDB0004682"", ""hmdb:HMDB0005998"", ""hmdb:HMDB0006111"", 
""hmdb:HMDB0006245"", ""hmdb:HMDB0010222"", ""hmdb:HMDB0011134"", ""hmdb:HMDB0011136"", ""hmdb:HMDB0012598"", ""hmdb:HMDB0062287"", ""hmdb:HMDB0062294"", ""hmdb:HMDB0062302"", ""hmdb:HMDB0062433"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0243622"", ""hmdb:HMDB0244355"", ""hmdb:HMDB0244445"", ""hmdb:HMDB0244455"", ""hmdb:HMDB0244669"", ""hmdb:HMDB0244805"", ""hmdb:HMDB0246872"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247437"", ""hmdb:HMDB0247485"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"52","Arachidonic Acid Metabolism(kegg)","0.000735835172921266","0.0243684788577705","0.788072121973163","2.23794591120608","0","79","c(""hmdb:HMDB0001337"", ""hmdb:HMDB0010217"", ""hmdb:HMDB0013633"", ""hmdb:HMDB0246835"", ""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0060095"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0003876"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0004679"", ""hmdb:HMDB0004680"", ""hmdb:HMDB0005998"", ""hmdb:HMDB0011134"", 
""hmdb:HMDB0011136"", ""hmdb:HMDB0062294"", ""hmdb:HMDB0062433"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0243622"", ""hmdb:HMDB0244445"", ""hmdb:HMDB0244669"", ""hmdb:HMDB0246872"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247437"", ""hmdb:HMDB0247485"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"53","Arachidonic acid metabolism(reactome)","0.000772797527047913","0.0243684788577705","0.748675574608676","2.20584506857812","0","100","c(""hmdb:HMDB0001337"", ""hmdb:HMDB0010210"", ""hmdb:HMDB0010217"", ""hmdb:HMDB0013633"", ""hmdb:HMDB0246835"", ""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0060046"", ""hmdb:HMDB0060095"", ""hmdb:HMDB0062298"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0003876"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0004680"", 
""hmdb:HMDB0005998"", ""hmdb:HMDB0006111"", ""hmdb:HMDB0006245"", ""hmdb:HMDB0011134"", ""hmdb:HMDB0011136"", ""hmdb:HMDB0012598"", ""hmdb:HMDB0062287"", ""hmdb:HMDB0062294"", ""hmdb:HMDB0062302"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0243622"", ""hmdb:HMDB0244445"", ""hmdb:HMDB0244455"", ""hmdb:HMDB0244669"", ""hmdb:HMDB0244805"", ""hmdb:HMDB0246872"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247485"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"54","Arachidonic acid metabolism(wiki)","0.000738552437223043","0.0243684788577705","0.754196295124223","2.06437755790791","0","65","c(""hmdb:HMDB0001337"", ""hmdb:HMDB0010210"", ""hmdb:HMDB0010217"", ""hmdb:HMDB0013633"", ""hmdb:HMDB0246835"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0003876"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0004680"", ""hmdb:HMDB0005998"", ""hmdb:HMDB0006111"", ""hmdb:HMDB0006245"", ""hmdb:HMDB0011134"", ""hmdb:HMDB0011136"", ""hmdb:HMDB0012598"", ""hmdb:HMDB0062287"", ""hmdb:HMDB0062294"", ""hmdb:HMDB0062302"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0243622"", ""hmdb:HMDB0244445"", 
""hmdb:HMDB0244455"", ""hmdb:HMDB0244669"", ""hmdb:HMDB0244805"", ""hmdb:HMDB0246872"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247485"")"
"55","Arginine and proline metabolism(kegg)","0.0074424898511502","0.0797322103444553","0.697557799226576","1.70586707099996","10","33","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0001511"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0004224"")"
"56","Aspartate and asparagine metabolism(reactome)","0.104660045836516","0.390071561910376","-0.731809396937219","-1.40806188115114","136","11","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0000056"")"
"57","Aspartate and asparagine metabolism(wiki)","0.104660045836516","0.390071561910376","-0.731809396937219","-1.40806188115114","136","11","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0000056"")"
"58","Astrocytic Glutamate-Glutamine Uptake And Metabolism(reactome)","0.0884022708840227","0.347731924252943","-0.870685213807316","-1.46370827026807","108","5","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"59","Axon guidance(reactome)","0.0991136180499597","0.382449287040605","-0.889978337212022","-1.44546127975574","122","4","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"60","Azathioprine ADME(reactome)","0.21989121989122","0.589646721390426","-0.702486763293692","-1.289563385819","282","9","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"61","Bile acid and bile salt metabolism(reactome)","0.0221606648199446","0.12903929337356","-0.719432014905404","-1.56225374774649","31","22","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"", ""hmdb:HMDB0251842"", ""hmdb:HMDB0000067"")"
"62","Bile acid and bile salt metabolism(wiki)","0.00332446808510638","0.0549790924577977","-0.76060899323519","-1.70291158126533","4","25","c(""hmdb:HMDB0000949"", ""hmdb:HMDB0000526"", ""hmdb:HMDB0000314"", ""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"63","Bile acids synthesis and enterohepatic circulation(wiki)","0.166796570537802","0.483737468096375","-0.898662551440329","-1.31893265756607","213","2","c(""hmdb:HMDB0251842"", ""hmdb:HMDB0000067"")"
"64","Biological oxidations(reactome)","0.000854700854700855","0.0247688819117391","0.542202926649927","1.73152966441618","0","195","c(""hmdb:HMDB0001257"", ""hmdb:HMDB0001256"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0012880"", ""hmdb:HMDB0001389"", ""hmdb:HMDB0000840"", ""hmdb:HMDB0246329"", ""hmdb:HMDB0001392"", ""hmdb:HMDB0015043"", ""hmdb:HMDB0243537"", ""hmdb:HMDB0001276"", ""hmdb:HMDB0002190"", ""hmdb:HMDB0002232"", ""hmdb:HMDB0002283"", ""hmdb:HMDB0004264"", ""hmdb:HMDB0004673"", ""hmdb:HMDB0006111"", ""hmdb:HMDB0006245"", ""hmdb:HMDB0011136"", ""hmdb:HMDB0062287"", ""hmdb:HMDB0062302"", ""hmdb:HMDB0242325"", ""hmdb:HMDB0243622"", 
""hmdb:HMDB0244445"", ""hmdb:HMDB0244455"", ""hmdb:HMDB0244805"", ""hmdb:HMDB0246887"", ""hmdb:HMDB0247485"", ""hmdb:HMDB0062644"", ""hmdb:HMDB0006254"", ""hmdb:HMDB0013195"", ""hmdb:HMDB0000381"", ""hmdb:HMDB0000713"", ""hmdb:HMDB0000717"", ""hmdb:HMDB0000761"", ""hmdb:HMDB0000077"", ""hmdb:HMDB0000234"", ""hmdb:HMDB0000628"", ""hmdb:HMDB0005962"", ""hmdb:HMDB0242698"", ""hmdb:HMDB0006543"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000063"", ""hmdb:HMDB0000319"", ""hmdb:HMDB0244354"", ""hmdb:HMDB0001272"", ""hmdb:HMDB0000151"", ""hmdb:HMDB0000429"", ""hmdb:HMDB0244189""
)"
"65","Biomarkers for urea cycle disorders(wiki)","0.0714285714285714","0.307359307359307","0.613221670174512","1.40891719936598","106","25","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"66","Biosynthesis and turnover of 1-deoxy-sphingoid bases(wiki)","0.149073327961322","0.483737468096375","-0.860453141091658","-1.39750783416641","184","4","c(""hmdb:HMDB0258433"", ""hmdb:HMDB0062251"", ""hmdb:HMDB0001310"", ""hmdb:HMDB0000161"")"
"67","Biosynthesis of A2E, implicated in retinal degradation(reactome)","0.0497456189937818","0.237042882453591","0.844925296239052","1.4391489576144","87","5","c(""hmdb:HMDB0001358"", ""hmdb:HMDB0002152"", ""hmdb:HMDB0006218"", ""hmdb:HMDB0006220"", ""hmdb:HMDB0244342"")"
