"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"14","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3(reactome)","0.00324851109907959","0.030491315818874","0.939172487603833","1.54596932874604","5","5","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"")"
"15","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3(wiki)","0.00324851109907959","0.030491315818874","0.939172487603833","1.54596932874604","5","5","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"")"
"16","Activation of AMPA receptors(reactome)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"17","Activation of anterior HOX genes in hindbrain development during early embryogenesis(reactome)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"18","Activation of anterior HOX genes in hindbrain development during early embryogenesis(wiki)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"19","Activation of Ca-permeable Kainate Receptor(reactome)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"20","Activation of gene expression by SREBF (SREBP)(reactome)","0.267895878524946","0.575359913442196","0.701224864294891","1.1876004908852","493","6","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0001999"", ""hmdb:HMDB0244477"")"
"21","Activation of gene expression by SREBF (SREBP)(wiki)","0.267895878524946","0.575359913442196","0.701224864294891","1.1876004908852","493","6","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0001999"", ""hmdb:HMDB0244477"")"
"22","Activation of HOX genes during differentiation(reactome)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"23","Activation of kainate receptors upon glutamate binding(reactome)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"24","Activation of kainate receptors upon glutamate binding(wiki)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"25","Activation of Na-permeable kainate receptors(reactome)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"26","Activation of PPARGC1A (PGC-1alpha) by phosphorylation(reactome)","0.217592592592593","0.545210818162795","0.841255191508999","1.21871614099795","375","2","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"27","Activation of the phototransduction cascade(reactome)","0.0183299389002037","0.0931728126331269","0.988929889298893","1.31779411721722","26","1","hmdb:HMDB0001314"
"28","Adaptive Immune System(reactome)","0.200650759219089","0.525782048529784","0.737488273995384","1.2490165149801","369","6","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0000058"", ""hmdb:HMDB0255839"")"
"29","Advanced glycosylation endproduct receptor signaling(reactome)","0.116319444444444","0.352736229819563","0.904014766958929","1.30963517291003","200","2","c(""hmdb:HMDB0240347"", ""hmdb:HMDB0243495"")"
"30","Advanced glycosylation endproduct receptor signaling(wiki)","0.116319444444444","0.352736229819563","0.904014766958929","1.30963517291003","200","2","c(""hmdb:HMDB0240347"", ""hmdb:HMDB0243495"")"
"31","Aerobic glycolysis(wiki)","0.26338102808691","0.575359913442196","0.593499368628786","1.18921945651646","496","16","c(""hmdb:HMDB0003971"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0001270"")"
"32","Aflatoxin activation and detoxification(reactome)","0.00105764145954521","0.016968931741659","0.934559590197713","1.69169954657274","1","9","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0006558"", ""hmdb:HMDB0030474"", ""hmdb:HMDB0030479"", ""hmdb:HMDB0030753"")"
"33","Aflatoxin activation and detoxification(wiki)","0.00105764145954521","0.016968931741659","0.934559590197713","1.69169954657274","1","9","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0006558"", ""hmdb:HMDB0030474"", ""hmdb:HMDB0030479"", ""hmdb:HMDB0030753"")"
"34","Aflatoxin B1 metabolism(wiki)","0.00484913793103448","0.0376450061303405","0.953810623556582","1.5245292903451","8","4","c(""hmdb:HMDB0006558"", ""hmdb:HMDB0030474"", ""hmdb:HMDB0030479"", ""hmdb:HMDB0030753"")"
"35","Agmatine biosynthesis(reactome)","0.00161637931034483","0.0209303423105965","0.96905311778291","1.54889222815691","2","4","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"36","ALA oxylipin metabolism(wiki)","0.00105485232067511","0.016968931741659","0.846504850547036","1.67374757189832","1","15","c(""hmdb:HMDB0010201"", ""hmdb:HMDB0010208"", ""hmdb:HMDB0010221"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0010200"", ""hmdb:HMDB0010203"", ""hmdb:HMDB0010206"", ""hmdb:HMDB0010220"", ""hmdb:HMDB0030950"", ""hmdb:HMDB0031088"", ""hmdb:HMDB0031934"", ""hmdb:HMDB0244523"", ""hmdb:HMDB0247705"")"
"37","Alanine and aspartate metabolism(wiki)","0.00105988341282459","0.016968931741659","0.868316848736781","1.73988271179562","1","16","c(""hmdb:HMDB0240771"", ""hmdb:HMDB0240773"", ""hmdb:HMDB0000201"")"
"38","Alanine metabolism(reactome)","0.102763385146805","0.326706532706867","-0.812760055478502","-1.4492470664733","118","6","c(""hmdb:HMDB0062251"", ""hmdb:HMDB0001310"", ""hmdb:HMDB0000161"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"39","Alanine metabolism(wiki)","0.102763385146805","0.326706532706867","-0.812760055478502","-1.4492470664733","118","6","c(""hmdb:HMDB0062251"", ""hmdb:HMDB0001310"", ""hmdb:HMDB0000161"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"40","Alanine, aspartate and glutamate metabolism(kegg)","0.00558092338914257","0.0419515173404191","0.668793957306181","1.61024187083931","10","46","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0001254"", ""hmdb:HMDB0001096"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"", ""hmdb:HMDB0000124"")"
"41","Alpha-linolenic (omega-3) and linoleic (omega-6) acid metabolism(wiki)","0.106832971800434","0.337227209918095","0.789150145501183","1.336511507078","196","6","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"42","alpha-linolenic (omega3) and linoleic (omega6) acid metabolism(reactome)","0.106832971800434","0.337227209918095","0.789150145501183","1.336511507078","196","6","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"43","alpha-linolenic acid (ALA) metabolism(reactome)","0.107200866269626","0.337787454284755","0.815340631649226","1.34213004069795","197","5","c(""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"44","alpha-Linolenic acid metabolism(kegg)","0.0192909280500521","0.0964002996078662","0.742946901321055","1.54046493191055","36","19","c(""hmdb:HMDB0002925"", ""hmdb:HMDB0247333"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0003073"", ""hmdb:HMDB0030964"", ""hmdb:HMDB0247113"")"
"45","Alternative pathway of fetal androgen synthesis(wiki)","0.145085803432137","0.419873108138029","0.609002003305382","1.29453778149327","278","22","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"", ""hmdb:HMDB0000374"", ""hmdb:HMDB0000369"", ""hmdb:HMDB0000383"", ""hmdb:HMDB0000412"", ""hmdb:HMDB0000458"", ""hmdb:HMDB0000493"", ""hmdb:HMDB0000495"", ""hmdb:HMDB0000551"", ""hmdb:HMDB0000554"", ""hmdb:HMDB0060437"", ""hmdb:HMDB0242300"")"
"46","Amine Oxidase reactions(reactome)","0.00211528291909043","0.0242022401397018","0.889215212724367","1.60961910610018","3","9","c(""hmdb:HMDB0001257"", ""hmdb:HMDB0001256"", ""hmdb:HMDB0012880"", ""hmdb:HMDB0001276"", ""hmdb:HMDB0062644"")"
"47","Amino acid conjugation of benzoic acid(wiki)","0.178668110449377","0.485495347564313","0.769372094772637","1.26646135466152","329","5","c(""hmdb:HMDB0011723"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"48","Amino acid metabolism(wiki)","0.000481927710843373","0.016968931741659","0.719258609728942","1.87908596571995","0","77","c(""hmdb:HMDB0001257"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0001256"", ""hmdb:HMDB0304324"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000883"", ""hmdb:HMDB0250806"", ""hmdb:HMDB0001096"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"", ""hmdb:HMDB0000099"", ""hmdb:HMDB0000455"", ""hmdb:HMDB0303077"", ""hmdb:HMDB0000159"", ""hmdb:HMDB0250791"", ""hmdb:HMDB0000197"", ""hmdb:HMDB0000870"", ""hmdb:HMDB0000742"", 
""hmdb:HMDB0000177"", ""hmdb:HMDB0250763"", ""hmdb:HMDB0000167"", ""hmdb:HMDB0004041"", ""hmdb:HMDB0250801"")"
"49","Amino acid metabolism in triple-negative breast cancer cells(wiki)","0.00426894343649947","0.035060674334954","0.872988153950165","1.60730611917062","7","10","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"50","Amino acid transport across the plasma membrane(reactome)","0.0024975024975025","0.0276910589410589","0.688297820074829","1.68053295592643","4","49","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000883"", ""hmdb:HMDB0250806"", ""hmdb:HMDB0000251"", ""hmdb:HMDB0000159"", ""hmdb:HMDB0250791"", ""hmdb:HMDB0000177"", ""hmdb:HMDB0250763"", ""hmdb:HMDB0000167"", ""hmdb:HMDB0004041"", ""hmdb:HMDB0250801"")"
"51","Amino acids regulate mTORC1(reactome)","0.000533049040511727","0.016968931741659","0.939769575677191","1.63074841000773","0","7","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"52","Amino acids regulate mTORC1(wiki)","0.000533049040511727","0.016968931741659","0.939769575677191","1.63074841000773","0","7","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"53","Amino Sugar Metabolism(kegg)","0.0494393476044852","0.197090792472712","0.595188647924873","1.40821532619767","96","41","c(""hmdb:HMDB0001254"", ""hmdb:HMDB0000124"", ""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001401"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0242558"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0000230"", ""hmdb:HMDB0000773"", ""hmdb:HMDB0246275"")"
"54","AMPK inhibits chREBP transcriptional activation activity(reactome)","0.217592592592593","0.545210818162795","0.841255191508999","1.21871614099795","375","2","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"55","Amyotrophic lateral sclerosis (ALS)(wiki)","0.000533049040511727","0.016968931741659","0.947778023263166","1.64464518162651","0","7","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"56","Androgen and Estrogen Metabolism(kegg)","0.107921318447634","0.339454643485998","0.713931096718148","1.35372906810402","202","12","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"", ""hmdb:HMDB0003955"", ""hmdb:HMDB0003959"")"
"57","Androgen biosynthesis(reactome)","0.00475938656795346","0.0373590786351745","0.878220427560056","1.58971681921316","8","9","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"", ""hmdb:HMDB0000374"")"
"58","Anti-inflammatory response favouring Leishmania parasite infection(wiki)","0.000938086303939962","0.016968931741659","-0.865260885471411","-2.03010150932448","0","24","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"59","Antigen processing: Ubiquitination & Proteasome degradation(reactome)","0.249589490968801","0.559762018936351","0.773621903276048","1.18466696916646","455","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"60","Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway(wiki)","0.0183299389002037","0.0931728126331269","0.988929889298893","1.31779411721722","26","1","hmdb:HMDB0001314"
"61","Antiviral mechanism by IFN-stimulated genes(reactome)","0.249589490968801","0.559762018936351","0.773621903276048","1.18466696916646","455","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"62","Arachidonate epoxygenase / epoxide hydrolase(wiki)","0.240188383045526","0.559762018936351","-0.840793724042455","-1.23692403417004","305","2","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"")"
"63","Arachidonate production from DAG(reactome)","0.137305699481865","0.401285520396753","-0.781784558483588","-1.39401410091374","158","6","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"", ""hmdb:HMDB0245032"", ""hmdb:HMDB0243830"", ""hmdb:HMDB0011578"", ""hmdb:HMDB0004666"")"
"64","Arachidonic acid (AA, ARA) oxylipin metabolism(wiki)","0.00158982511923688","0.0209303423105965","0.844712183046058","1.69258505793488","2","16","c(""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"65","Arachidonic Acid Metabolism(kegg)","0.00051975051975052","0.016968931741659","0.872491320521335","1.82811069396681","0","20","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0060095"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"66","Arachidonic acid metabolism(reactome)","0.000513347022587269","0.016968931741659","0.788308328277418","1.78119692203059","0","30","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0060046"", ""hmdb:HMDB0060095"", ""hmdb:HMDB0062298"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"", ""hmdb:HMDB0004080"", ""hmdb:HMDB0247676"")"
"67","Arachidonic acid metabolism(wiki)","0.0787234042553192","0.271900394619637","0.721892944255271","1.39634083778969","147","13","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0004234"", ""hmdb:HMDB0004080"", ""hmdb:HMDB0247676"")"
"68","Arginine and proline metabolism(kegg)","0.0753459764223475","0.271900394619637","0.600357015151888","1.38692609043215","146","35","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0004224"", ""hmdb:HMDB0001096"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"69","Arsenic metabolism and reactive oxygen species generation(wiki)","0.00759219088937093","0.04827436070876","0.902758240956204","1.52891915946007","13","6","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0011691"", ""hmdb:HMDB0250240"")"
"70","Arylamine metabolism(wiki)","0.275627970128988","0.590536254841577","0.865774907749078","1.15368449534362","405","1","hmdb:HMDB0001250"
"71","Asparagine N-linked glycosylation(reactome)","0.00458015267175573","0.0367655694103831","0.681310964893872","1.60852742152206","8","40","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0001254"", ""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0000230"", ""hmdb:HMDB0000773"", ""hmdb:HMDB0246275"")"
"72","Asparagine N-linked glycosylation(wiki)","0.0683804627249357","0.257006230665331","0.590902380614356","1.37931213647013","132","38","c(""hmdb:HMDB0001254"", ""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0000230"", ""hmdb:HMDB0000773"", ""hmdb:HMDB0246275"")"
"73","Aspirin ADME(reactome)","0.199360341151386","0.524573042791666","0.723275328572312","1.25507371444452","373","7","c(""hmdb:HMDB0006543"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"74","Astrocytic Glutamate-Glutamine Uptake And Metabolism(reactome)","0.267702936096718","0.575359913442196","-0.694153460842963","-1.2377575153059","309","6","c(""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"75","Autophagy(reactome)","0.255062944718117","0.562089023515453","0.771372622167299","1.18122258758598","465","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0001429"")"
"76","Azathioprine ADME(reactome)","0.025531914893617","0.118569678066169","0.764442567528793","1.49265142468573","47","14","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0015167"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"77","Base Excision Repair(reactome)","0.080042689434365","0.274653251560084","0.746256878072406","1.37397425288249","149","10","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0002032"")"
"78","Base-Excision Repair, AP Site Formation(reactome)","0.0895522388059701","0.294395413743683","0.785448359252752","1.36296034277511","167","7","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0002032"")"
"79","Base-Excision Repair, AP Site Formation(wiki)","0.0895522388059701","0.294395413743683","0.785448359252752","1.36296034277511","167","7","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0002032"")"
"80","Beta oxidation of butanoyl-CoA to acetyl-CoA(reactome)","0.249589490968801","0.559762018936351","0.773621903276048","1.18466696916646","455","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"81","beta-Alanine metabolism(kegg)","0.284574468085106","0.603227688020723","0.598610441150978","1.16884742656892","534","14","c(""hmdb:HMDB0000001"", ""hmdb:HMDB0000479"", ""hmdb:HMDB0000194"", ""hmdb:HMDB0000177"", ""hmdb:HMDB0250763"", ""hmdb:HMDB0000033"", ""hmdb:HMDB0256117"")"
"82","Beta-catenin independent WNT signaling(reactome)","0.0248842592592593","0.117094631103252","0.964794537460611","1.3976860855275","42","2","c(""hmdb:HMDB0001314"", ""hmdb:HMDB0001429"")"
"83","Beta-catenin independent WNT signaling(wiki)","0.0248842592592593","0.117094631103252","0.964794537460611","1.3976860855275","42","2","c(""hmdb:HMDB0001314"", ""hmdb:HMDB0001429"")"
"84","Beta-oxidation of pristanoyl-CoA(reactome)","0.0152631578947368","0.0815567533291059","0.851499061155994","1.51496420303941","28","8","c(""hmdb:HMDB0240771"", ""hmdb:HMDB0240773"", ""hmdb:HMDB0000201"", ""hmdb:HMDB0240784"", ""hmdb:HMDB0000824"")"
"85","Bile acid and bile salt metabolism(reactome)","0.000922509225092251","0.016968931741659","-0.831248873435629","-1.8558778083568","0","19","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"86","Bile acid and bile salt metabolism(wiki)","0.00092678405931418","0.016968931741659","-0.79807165697339","-1.84142740645972","0","22","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"87","Binding and Uptake of Ligands by Scavenger Receptors(reactome)","0.229255319148936","0.559762018936351","0.625565293181463","1.22147950122635","430","14","c(""hmdb:HMDB0240347"", ""hmdb:HMDB0243495"", ""hmdb:HMDB0000175"", ""hmdb:HMDB0257686"")"
