"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"13","ABC transporters in lipid homeostasis(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"14","ABC-family proteins mediated transport(reactome)","0.10392749244713","0.175907077699234","-0.916599829180888","-1.29429922846703","171","2","hmdb:HMDB0001429"
"15","ABC-family proteins mediated transport(wiki)","0.10392749244713","0.175907077699234","-0.916599829180888","-1.29429922846703","171","2","hmdb:HMDB0001429"
"16","Acetylation(reactome)","0.0196078431372549","0.0531351471140845","0.849580162677138","1.62928187749344","21","5","c(""hmdb:HMDB0001860"", ""hmdb:HMDB0041821"")"
"17","Acetylcholine synthesis(wiki)","0.27299703264095","0.356619570905285","0.802139037433155","1.21088436713889","367","2","c(""hmdb:HMDB0000086"", ""hmdb:HMDB0252858"")"
"18","Acrylamide biotransformation and exposure biomarkers(wiki)","0.165430267062315","0.246713792513125","0.853832442067736","1.28891913746562","222","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"19","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3(reactome)","0.251336898395722","0.33204729932859","0.871886120996441","1.16242904906306","375","1","hmdb:HMDB0000254"
"20","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3(wiki)","0.251336898395722","0.33204729932859","0.871886120996441","1.16242904906306","375","1","hmdb:HMDB0000254"
"21","Activated point mutants of FGFR2(reactome)","0.280080213903743","0.361401340902418","0.857651245551601","1.14345061560897","418","1","hmdb:HMDB0258526"
"22","Activation of AMPA receptors(reactome)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"23","Activation of BAD and translocation to mitochondria(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"24","Activation of BH3-only proteins(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"25","Activation of Ca-permeable Kainate Receptor(reactome)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"26","Activation of GABAB receptors(reactome)","0.11178247734139","0.182333478766725","-0.910204728570752","-1.28526892590515","184","2","hmdb:HMDB0001429"
"27","Activation of kainate receptors upon glutamate binding(reactome)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"28","Activation of kainate receptors upon glutamate binding(wiki)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"29","Activation of Na-permeable kainate receptors(reactome)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"30","Activation of NMDA receptors and postsynaptic events(reactome)","0.00102880658436214","0.0288618995633188","-0.943164184235262","-1.61685503750345","1","6","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"31","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"32","Activation of the pre-replicative complex(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"33","Activation of TRKA receptors(reactome)","0.118524332810047","0.190104695127594","0.826785714285714","1.36643921869556","150","3","c(""hmdb:HMDB0000050"", ""hmdb:HMDB0014340"", ""hmdb:HMDB0247583"")"
"34","Adaptive Immune System(reactome)","0.00565843621399177","0.0531351471140845","-0.902423386487652","-1.5470135770545","10","6","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"35","Adenosine P1 receptors(reactome)","0.118524332810047","0.190104695127594","0.826785714285714","1.36643921869556","150","3","c(""hmdb:HMDB0000050"", ""hmdb:HMDB0014340"", ""hmdb:HMDB0247583"")"
"36","Adenylate cyclase activating pathway(reactome)","0.00115740740740741","0.0288618995633188","-0.990947609755378","-1.49040819424076","1","3","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"37","Adenylate cyclase inhibitory pathway(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"38","ADORA2B mediated anti-inflammatory cytokines production(reactome)","0.130851063829787","0.204305292021997","-0.794470679441077","-1.31385961231909","245","5","hmdb:HMDB0000250"
"39","Aerobic glycolysis(wiki)","0.00325732899022801","0.0366095453901714","0.636923639906021","1.83381824467074","1","20","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"", ""hmdb:HMDB0304085"")"
"40","Aflatoxin activation and detoxification(reactome)","0.0709876543209877","0.126408555513033","-0.814890201799605","-1.39695648945809","137","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"41","Aflatoxin activation and detoxification(wiki)","0.0709876543209877","0.126408555513033","-0.814890201799605","-1.39695648945809","137","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"42","Alanine metabolism(reactome)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"43","Alanine metabolism(wiki)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"44","Alanine, aspartate and glutamate metabolism(kegg)","0.173317210802096","0.256993302059322","-0.560163845343868","-1.25149097962342","429","26","c(""hmdb:HMDB0000812"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"45","ALKBH2 mediated reversal of alkylation damage(reactome)","0.251336898395722","0.33204729932859","0.871886120996441","1.16242904906306","375","1","hmdb:HMDB0000254"
"46","ALKBH3 mediated reversal of alkylation damage(reactome)","0.251336898395722","0.33204729932859","0.871886120996441","1.16242904906306","375","1","hmdb:HMDB0000254"
"47","Alpha-linolenic (omega-3) and linoleic (omega-6) acid metabolism(wiki)","0.0452674897119342","0.0875434869616083","-0.83741530551275","-1.43557100431948","87","6","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"48","alpha-linolenic (omega3) and linoleic (omega6) acid metabolism(reactome)","0.0452674897119342","0.0875434869616083","-0.83741530551275","-1.43557100431948","87","6","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"49","alpha-Linolenic acid metabolism(kegg)","0.254115226337449","0.335146867388931","-0.703795076916659","-1.20650745066777","493","6","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0002177"", ""hmdb:HMDB0001043"", ""hmdb:HMDB0251558"", ""hmdb:HMDB0002183"")"
"50","Alpha-oxidation of phytanate(reactome)","0.240174672489083","0.328203451128253","-0.757328530404709","-1.20555259338035","439","4","hmdb:HMDB0000250"
"51","Amine ligand-binding receptors(reactome)","0.176748582230624","0.257154882154882","0.651705565529623","1.3113874565823","186","6","c(""hmdb:HMDB0000216"", ""hmdb:HMDB0000181"", ""hmdb:HMDB0000609"", ""hmdb:HMDB0247729"", ""hmdb:HMDB0037507"", ""hmdb:HMDB0303380"")"
"52","Amino Acid conjugation(reactome)","0.137431284357821","0.212903121803383","-0.745007961729384","-1.31621565411208","274","7","c(""hmdb:HMDB0000250"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"53","Amino acid conjugation of benzoic acid(wiki)","0.0753275109170306","0.133218893309366","-0.858515618000328","-1.36662714817405","137","4","hmdb:HMDB0001429"
"54","Amino acid metabolism(wiki)","0.0224719101123595","0.054813401187447","0.456024855880423","1.52411646754114","7","40","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"", ""hmdb:HMDB0000472"")"
"55","Amino acid metabolism in triple-negative breast cancer cells(wiki)","0.0581605049594229","0.107645516935638","-0.726435543013648","-1.43034345413171","128","12","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0304154"", ""hmdb:HMDB0001721"", ""hmdb:HMDB0000272"")"
"56","Amino acid metabolism pathway excerpt: histidine catabolism extension(wiki)","0.0776748971193416","0.13628254008156","-0.810201604701576","-1.38891888374375","150","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"57","Amino acids regulate mTORC1(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"58","Amino acids regulate mTORC1(wiki)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"59","Amino Sugar Metabolism(kegg)","0.0140449438202247","0.0531351471140845","0.485121886532841","1.62136393772186","4","40","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0000660"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250747"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"", ""hmdb:HMDB0001514"", ""hmdb:HMDB0030091"", ""hmdb:HMDB0245095"")"
"60","AMP-activated protein kinase signaling(wiki)","0.00133333333333333","0.0288618995633188","0.897350089247022","2.26022986655845","0","13","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"61","Amyotrophic lateral sclerosis (ALS)(wiki)","0.0231481481481481","0.054813401187447","-0.941071428571429","-1.41539326065376","39","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"62","Angiopoietin-like protein 8 regulatory pathway(wiki)","0.00127551020408163","0.0288618995633188","0.875429469154919","2.15298944605585","0","12","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"63","Anti-inflammatory response favouring Leishmania parasite infection(reactome)","0.0137053352912384","0.0531351471140845","-0.851224659992832","-1.54334871961691","27","8","c(""hmdb:HMDB0000250"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"64","Anti-inflammatory response favouring Leishmania parasite infection(wiki)","0.014882381180989","0.0531351471140845","-0.82856636497482","-1.53580182799106","30","9","c(""hmdb:HMDB0000250"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"65","Antigen Presentation: Folding, assembly and peptide loading of class I MHC(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"66","Antigen processing-Cross presentation(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"67","Antigen processing: Ubiquitination & Proteasome degradation(reactome)","0.180555555555556","0.257154882154882","-0.829772302458502","-1.24799679293183","311","3","hmdb:HMDB0000250"
"68","Antimicrobial action and antimicrobial resistance in Mtb(reactome)","0.0271703114645461","0.0572570014694442","-0.991103202846975","-1.31648561429026","40","1","hmdb:HMDB0000250"
"69","Antimicrobial peptides(reactome)","0.186102719033233","0.264569493327721","-0.868672812927973","-1.22662313014797","307","2","hmdb:HMDB0001429"
"70","Antimicrobial peptides(wiki)","0.186102719033233","0.264569493327721","-0.868672812927973","-1.22662313014797","307","2","hmdb:HMDB0001429"
"71","Antiviral mechanism by IFN-stimulated genes(reactome)","0.180555555555556","0.257154882154882","-0.829772302458502","-1.24799679293183","311","3","hmdb:HMDB0000250"
"72","APC/C-mediated degradation of cell cycle proteins(reactome)","0.0271703114645461","0.0572570014694442","-0.991103202846975","-1.31648561429026","40","1","hmdb:HMDB0000250"
"73","APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway(reactome)","0.00302114803625378","0.0349686612255941","-0.992869875222816","-1.4019975485021","4","2","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"74","Apoptosis(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"75","Aquaporin-mediated transport(reactome)","0.00725075528700906","0.0531351471140845","-0.986652950552532","-1.39321884208299","11","2","hmdb:HMDB0000250"
"76","Arachidonic Acid Metabolism(kegg)","0.23888055972014","0.327879423120298","-0.689343463162775","-1.21787243074357","477","7","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"77","Arachidonic acid metabolism(reactome)","0.212193951032165","0.295433409381408","-0.671807687377019","-1.24523938931968","441","9","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"78","Arachidonic acid metabolism(wiki)","0.23888055972014","0.327879423120298","-0.689343463162775","-1.21787243074357","477","7","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"79","Arginine and proline metabolism(kegg)","0.200341734301581","0.280442265254288","-0.593958139245062","-1.2442659173737","468","17","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0006556"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0062585"", ""hmdb:HMDB0002234"", ""hmdb:HMDB0001369"")"
"80","Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2(reactome)","0.0581550802139037","0.107645516935638","0.97508896797153","1.30002269160522","86","1","hmdb:HMDB0001860"
"81","Asparagine N-linked glycosylation(reactome)","0.0741839762611276","0.131496396778296","0.394318878427711","1.32866831171346","24","42","c(""hmdb:HMDB0304542"", ""hmdb:HMDB0000288"", ""hmdb:HMDB0247871"", ""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"82","Asparagine N-linked glycosylation(wiki)","0.0741839762611276","0.131496396778296","0.394318878427711","1.32866831171346","24","42","c(""hmdb:HMDB0304542"", ""hmdb:HMDB0000288"", ""hmdb:HMDB0247871"", ""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"83","Aspartate and asparagine metabolism(reactome)","0.27613586237318","0.359300941728861","-0.591357251944528","-1.19436461627451","625","14","c(""hmdb:HMDB0000250"", ""hmdb:HMDB0000812"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"84","Aspartate and asparagine metabolism(wiki)","0.27613586237318","0.359300941728861","-0.591357251944528","-1.19436461627451","625","14","c(""hmdb:HMDB0000250"", ""hmdb:HMDB0000812"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"85","Aspirin ADME(reactome)","0.00999500249875063","0.0531351471140845","-0.875458048917907","-1.54668358956776","19","7","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"86","Assembly and cell surface presentation of NMDA receptors(reactome)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"87","Assembly and cell surface presentation of NMDA receptors(wiki)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"88","Assembly of the primary cilium(wiki)","0.0212060967528164","0.0531351471140845","-0.99288256227758","-1.31884914322076","31","1","hmdb:HMDB0001429"
"89","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)(reactome)","0.0271703114645461","0.0572570014694442","-0.991103202846975","-1.31648561429026","40","1","hmdb:HMDB0000250"
"90","Astrocytic Glutamate-Glutamine Uptake And Metabolism(reactome)","0.0236625514403292","0.0550237691330233","-0.868940754039497","-1.48961470223763","45","6","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"91","Autophagy(reactome)","0.112268518518519","0.182333478766725","-0.866368079827349","-1.30303769108648","193","3","hmdb:HMDB0001429"
"92","Axon guidance(reactome)","0.00319148936170213","0.0361313868613139","-0.930312052688018","-1.53850792044379","5","5","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"93","Azathioprine ADME(reactome)","0.0206516750803121","0.0531351471140845","-0.785062297634107","-1.51339293329778","44","11","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"")"
"94","Base Excision Repair(reactome)","0.00319148936170213","0.0361313868613139","-0.930646355002662","-1.53906077446456","5","5","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"")"
"95","Beta oxidation of butanoyl-CoA to acetyl-CoA(reactome)","0.180555555555556","0.257154882154882","-0.829772302458502","-1.24799679293183","311","3","hmdb:HMDB0000250"
"96","beta-Alanine metabolism(kegg)","0.0272633744855967","0.0573751612308826","-0.861620722140354","-1.47706605943647","52","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"97","Beta-catenin independent WNT signaling(reactome)","0.00115740740740741","0.0288618995633188","-0.989544683165844","-1.48829816010336","1","3","hmdb:HMDB0001429"
"98","Beta-catenin independent WNT signaling(wiki)","0.00115740740740741","0.0288618995633188","-0.989544683165844","-1.48829816010336","1","3","hmdb:HMDB0001429"
"99","Binding and Uptake of Ligands by Scavenger Receptors(reactome)","0.00127551020408163","0.0288618995633188","0.953268972818536","2.34442420554112","0","12","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"100","Binding and uptake of ligands by scavenger receptors(wiki)","0.00112994350282486","0.0288618995633188","0.954792043399638","2.22759382085202","0","10","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"101","Biogenic amine synthesis(wiki)","0.205854579792257","0.2871227097642","-0.664106181591029","-1.25295724311032","435","10","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"102","Biological oxidations(reactome)","0.166292974588939","0.247524379642461","-0.515982502204238","-1.23942660486342","444","43","c(""hmdb:HMDB0001429"", ""hmdb:HMDB0000250"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0003423"", ""hmdb:HMDB0000641"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0000645"", ""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"")"
"103","Biomarkers for pyrimidine metabolism disorders(wiki)","0.0390879478827362","0.0773283254669946","0.509228579702204","1.46616109319393","23","20","c(""hmdb:HMDB0000288"", ""hmdb:HMDB0247871"", ""hmdb:HMDB0000089"", ""hmdb:HMDB0015122"", ""hmdb:HMDB0248553"", ""hmdb:HMDB0000273"", ""hmdb:HMDB0015394"", ""hmdb:HMDB0253921"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"104","Biomarkers for urea cycle disorders(wiki)","0.0352504638218924","0.071468587434974","0.503203985154932","1.52279434370319","18","25","c(""hmdb:HMDB0000122"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0304632"")"
"105","Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine(wiki)","0.0518962075848303","0.0988833144521767","0.725282907673448","1.52492140390361","51","7","c(""hmdb:HMDB0000472"", ""hmdb:HMDB0000216"", ""hmdb:HMDB0000181"", ""hmdb:HMDB0000609"")"
"106","Biosynthesis of DHA-derived SPMs(reactome)","0.243153918791313","0.331107750698267","-0.644940706740062","-1.2167980848344","514","10","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"107","Biosynthesis of DHA-derived SPMs(wiki)","0.243153918791313","0.331107750698267","-0.644940706740062","-1.2167980848344","514","10","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"108","Biosynthesis of DHA-derived sulfido conjugates(reactome)","0.104255319148936","0.175907077699234","-0.815033065915539","-1.34786475539208","195","5","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"109","Biosynthesis of E-series 18(R)-resolvins(reactome)","0.165430267062315","0.246713792513125","0.853832442067736","1.28891913746562","222","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"110","Biosynthesis of E-series 18(S)-resolvins(reactome)","0.165430267062315","0.246713792513125","0.853832442067736","1.28891913746562","222","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"111","Biosynthesis of EPA-derived SPMs(reactome)","0.165430267062315","0.246713792513125","0.853832442067736","1.28891913746562","222","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"112","Biosynthesis of EPA-derived SPMs(wiki)","0.165430267062315","0.246713792513125","0.853832442067736","1.28891913746562","222","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"113","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)(reactome)","0.104255319148936","0.175907077699234","-0.815033065915539","-1.34786475539208","195","5","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"114","Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)(reactome)","0.104255319148936","0.175907077699234","-0.815033065915539","-1.34786475539208","195","5","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"115","Biosynthesis of specialized proresolving mediators (SPMs)(reactome)","0.243153918791313","0.331107750698267","-0.644940706740062","-1.2167980848344","514","10","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
