"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Aspartate and asparagine metabolism","R-HSA-8963693","reactome",1.154e-05,9,24,0.00130963,0.01558868,"Taurine;3-Sulfinoalanine;Pyrophosphate;D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Ammonia;N-Acetyl-L-aspartic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;N-Acetyl-L-aspartic acid; NAA;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate;Cysteine sulfinic acid;Avenanthramide K","2, 3"
"Glutathione synthesis and recycling","R-HSA-174403","reactome",0.00103669,5,13,0.03004185,1,"Phosphate;Cysteinylglycine;Glutamate; L-Glutamic acid;D-Glutamic acid;Glutathione;Pyroglutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Glutathione; GSH;OPRO; Pyroglutamic acid;DL-Glutamate; Glutamate;Phosphate; Pi;Cysteinyl-glycine; Cysteinylglycine;5-oxoproline; Pyroglutamic acid;Glutathionate(1-);2-[[(2S)-2-Amino-3-sulfanylpropanoyl]amino]acetic acid","1, 2"
"Transcriptional Regulation by TP53","R-HSA-3700989","reactome",0.00095321,9,40,0.02931512,1,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Glutathione;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;Glutathione; GSH;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;Phosphate; Pi;D-Tagatose 6-phosphate;Glutamine; L-Glutamine;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);Glutathionate(1-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2"
"Synthesis of UDP-N-acetyl-glucosamine","R-HSA-446210","reactome",0.00142792,6,20,0.03889666,1,"Pyrophosphate;N-Acetyl-D-Glucosamine 6-Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;N-Acetyl-D-mannosamine 6-phosphate;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;DL-Glutamate; Glutamate;PPi; Pyrophosphate;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;N-Acetyl-D-galactosamine 1-phosphate;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;Glutamine; L-Glutamine;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","2, 3"
"TP53 Regulates Metabolic Genes","R-HSA-5628897","reactome",2.454e-05,9,26,0.00195137,0.03306103,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Glutathione;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;Glutathione; GSH;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;Phosphate; Pi;D-Tagatose 6-phosphate;Glutamine; L-Glutamine;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);Glutathionate(1-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1, 2"
"Synthesis of diphthamide-EEF2","R-HSA-5358493","reactome",0.00057318,4,7,0.02054411,0.75946826,"Pyrophosphate;5'-Methylthioadenosine;Adenosine monophosphate;Ammonia;Adenosine monophosphate; AMP;5'-Methylthioadenosine; 5'-S-methyl-5'-thioadenosine; MTAD;PPi; Pyrophosphate;Vidarabine phosphate;(2R,5S)-2-(6-Aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol;Avenanthramide K","1, 4"
"Cysteine and methionine catabolism","WP4504","wiki",3.756e-05,9,39,0.00243585,0.05040176,"Taurine;3-Sulfinoalanine;Sulfite;Allocystathionine;L-Glutamine;Glutamate; L-Glutamic acid;L-Cystathionine;D-Glutamine;Homocysteine;D-Glutamic acid;Glutathione;Ammonia;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3-Sulfinoalanine; CSA;Glutathione; GSH;bisulfite; HSO3-; hydrogensulfite;Cystathionine; L-Cystathionine;Cystathione;DL-Glutamate; Glutamate;SO3 2- (sulfite); Sulfite;Glutamine; L-Glutamine;Glutathionate(1-);Cysteine sulfinic acid;Avenanthramide K;bisulfite; HSO3-","1"
"Sulfur amino acid metabolism","WP3574","wiki",1.3e-07,15,67,3.874e-05,0.00017792,"Taurine;3-Sulfinoalanine;Pyrophosphate;Phosphate;Sulfite;5'-Methylthioadenosine;Homolanthionine;Allocystathionine;Glutamate; L-Glutamic acid;L-Cystathionine;Homocysteine;D-Malic acid;D-Glutamic acid;Glutathione;Adenine;Ammonia;Lanthionine;Malic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3-Sulfinoalanine; CSA;Ade; Adenine;Glutathione; GSH;bisulfite; HSO3-; hydrogensulfite;Cystathionine; L-Cystathionine;5'-Methylthioadenosine; 5'-S-methyl-5'-thioadenosine; MTAD;Cystathione;DL-Glutamate; Glutamate;L-lanthionine; Lanthionine;DL-Lanthionine;Phosphate; Pi;PPi; Pyrophosphate;MAL; Malic acid;SO3 2- (sulfite); Sulfite;(S)-malate; Malic acid;HLAN; Homolanthionine;Glutathionate(1-);L-Lanthionine; Lanthionine;Cysteine sulfinic acid;(2R,5S)-2-(6-Aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol;Avenanthramide K;bisulfite; HSO3-","1"
"Amino acid metabolism in triple-negative breast cancer cells","WP5213","wiki",0.00116705,5,19,0.0324393,1,"L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Malic acid;D-Glutamic acid;Glutathione;Ammonia;Malic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Glutathione; GSH;DL-Glutamate; Glutamate;MAL; Malic acid;(S)-malate; Malic acid;Glutamine; L-Glutamine;Glutathionate(1-);Avenanthramide K","2"
"Purine metabolism and related disorders","WP4224","wiki",2.579e-05,11,56,0.00195137,0.03468633,"Phosphate;D-Aspartic acid;AICA-riboside;5'-Phosphoribosyl-N-formylglycinamide;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Inosine;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Uric acid;Arabinosylhypoxanthine;Adenine;2'-Deoxyguanosine 5'-monophosphate;5-Amino-1-[(2R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]imidazole-4-carboxamide;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Ade; Adenine;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;Ino; Inosine;7,9-dihydro-1H-purine-2,6,8(3H)-trione; urate; Uric acid;DL-Glutamate; Glutamate;Phosphate; Pi;Glutamine; L-Glutamine;Vidarabine phosphate;Ara-HX","2"
"Glycolysis and gluconeogenesis","WP534","wiki",2.3e-07,8,17,5.191e-05,0.00031029,"D-Lactic acid;D-Aspartic acid;Glucose 6-phosphate; Glucose-6-Phosphate;L-Aspartic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Malic acid;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Malic acid;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;MAL; Malic acid;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;2-phospho-D-glycerate;(S)-malate; Malic acid;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","2"
"Metabolic reprogramming in pancreatic cancer","WP5220","wiki",5.573e-05,8,32,0.00316251,0.07461845,"D-Lactic acid;beta-D-Glucose 6-phosphate;D-Aspartic acid;N-Acetyl-D-Glucosamine 6-Phosphate;Mannose 6-phosphate;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;L-Lactic acid;N-Acetyl-D-mannosamine 6-phosphate;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;N-Acetyl-D-galactosamine 1-phosphate;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;L-Lactic acid; Lactate;Glutamine; L-Glutamine;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2"
"TP53 Regulates Metabolic Genes","WP3349","wiki",6.2e-07,9,25,0.00010568,0.0008417,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Glutathione;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;Glutathione; GSH;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;Phosphate; Pi;D-Tagatose 6-phosphate;Glutamine; L-Glutamine;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);Glutathionate(1-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2, 7"
"Amino acid metabolism","WP3925","wiki",0.00027915,14,109,0.01226442,0.37182265,"D-Lactic acid;Succinic acid;D-Aspartic acid;cis-4-Hydroxy-D-proline;4-Hydroxyproline;noradrenaline; Norepinephrine;Allocystathionine;Glyceraldehyde;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;L-Cystathionine;D-Glutamine;Homocysteine;cis-4-Hydroxyproline;D-Malic acid;D-Glutamic acid;Glutathione;L-Lactic acid;Quinolinic acid;Malic acid;Butanedioic acid; SUCCA; Succinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;allo-4-hydroxy-d-proline; cis-4-Hydroxy-D-proline;Glutathione; GSH;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;Cystathionine; L-Cystathionine;Cystathione;4-Hydroxyproline; Hydroxyproline;DL-Glutamate; Glutamate;NAd; Norepinephrine;MAL; Malic acid;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;2-Methylacetoacetyl-CoA; Glyceraldehyde;(S)-malate; Malic acid;L-Lactic acid; Lactate;Norepinephrine;Butanedioic acid; succinate; Succinic acid;Glutamine; L-Glutamine;4-Hydroxyproline; hydroxy-proline;Glutathionate(1-);4-Amino-5-oxo-pentanoic acid","1"
"tRNA aminoacylation","WP1938","wiki",0.00079019,6,26,0.0262496,1,"Pyrophosphate;Phosphate;D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate","1"
