"","kegg classifier","Detected versus pathway total ratio","kegg_pathwayname","pathwayId","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","Detected_metabolites"
"11","1.5 Amino acid metabolism",0.202898550724638,"Tyrosine metabolism","map00350",0.22684617521681,14,69,0.884196172869675,1,"D-Aspartic acid;
D-Dopachrome;
3,4-Dihydroxyphenylglycol;
5,6-Dihydroxyindole-2-carboxylic acid;
Ascorbic acid;
noradrenaline;
L-Aspartic acid;
Glutamate;
L-Dopa;
L-Tyrosine;
Homocysteine;
DL-Dopa;
Topaquinone;
D-Glutamic acid;
Ammonia;
L-Dopachrome;
D-Glutamic acid;
L-Glutamate;
Aspartate;
D-Asp;
L-Tyrosine;
D-Tyrosine;
DL-Glutamate;
NAd;
5,6-Dihydroxyindole-2-carboxylic acid;
vanillyl mandelate;
Ascorbic acid;
Norepinephrine;
3,4-Dihydroxy-5-[(S)-1,2-dihydroxyethyl]furan-2(5H)-one;
4-maleyl-acetoacetate"
"12","1.5 Amino acid metabolism",0.203703703703704,"Tryptophan metabolism","map00380",0.260936712812976,11,54,0.884196172869675,1,"Formylanthranilic acid;
5-Hydroxy-L-tryptophan;
Kynurenic acid;
3-Hydroxyanthranilic acid;
Glutamate;
Xanthurenic acid;
D-Glutamic acid;
3'-AMP;
4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid;
Quinolinic acid;
4-(2-Aminophenyl)-2,4-dioxobutanoic acid;
2-Aminomuconic acid semialdehyde;
3-HAA;
D-Glutamic acid;
L-Glutamate;
4-(2-Aminophenyl)-2,4-dioxobutanoic acid;
5-Hydroxy-L-tryptophan;
DL-Glutamate;
4-(2-Amino-3-hydroxyphenyl)- 2,4-dioxobutanoate;
3'-AMP;
5-Hydroxy-L-tryptophan;
[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate"
"13","1.6 Metabolism of other amino acids",0.25,"Taurine and Hypotaurine Metabolism","map00430",0.314137461626903,3,12,0.884196172869675,1,"Taurine;
3-Sulfinoalanine;
TAU;
3-Sulfinoalanine;
5-L-Glutamyl-taurine;
Cysteine sulfinic acid"
"14","1.4 Nucleotide metabolism",0.191176470588235,"Purine metabolism","map00230",0.316500997854474,13,68,0.884196172869675,1,"D-Aspartic acid;
5-Aminoimidazole ribonucleotide;
5'-Phosphoribosyl-N-formylglycinamide;
Phosphoribosylformylglycinamidine;
L-Aspartic acid;
L-Glutamine;
Glutamate;
Inosine;
D-Glutamine;
Adenosine monophosphate;
5'-Phosphoribosyl-N-formylglycinamidine;
D-Glutamic acid;
Uric acid;
Arabinosylhypoxanthine;
Adenine;
Ammonia;
2'-Deoxyguanosine 5'-monophosphate;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
Ade;
Aspartate;
D-Asp;
Ino;
7,9-dihydro-1H-purine-2,6,8(3H)-trione;
DL-Glutamate;
5'-Phosphoribosyl-N-formylglycinamidine;
Glutamine;
5'-phosphoribosyl-a-N-formylglycineamidine;
5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium;
Vidarabine phosphate;
Ara-HX"
"15","1.8 Metabolism of cofactors and vitamins",0.285714285714286,"Thiamine Metabolism","map00730",0.323857981541557,2,7,0.884196172869675,1,"Thiamine monophosphate;
Adenosine monophosphate;
Adenosine monophosphate;
Thiamine monophosphate;
Vidarabine phosphate"
"16","1.8 Metabolism of cofactors and vitamins",0.206896551724138,"Nicotinate and nicotinamide metabolism","map00760",0.337613551810173,6,29,0.884196172869675,1,"Nicotinic acid ribonucleoside;
L-Glutamine;
Glutamate;
D-Glutamine;
Adenosine monophosphate;
D-Glutamic acid;
Quinolinic acid;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
Ribose-1-arsenate;
DL-Glutamate;
Glutamine;
Vidarabine phosphate;
beta-D-ribosylnicotinate"
"17","1.3 Lipid metabolism",0.222222222222222,"alpha-Linolenic acid metabolism","map00592",0.341621248608738,4,18,0.884196172869675,1,"Cis-8,11,14,17-Eicosatetraenoic acid;
Arachidonic acid;
Docosahexaenoic acid;
5Z,8Z,11Z,14Z-eicosatetraenoic acid;
4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid;
5,8,11,14-eicosatetraenoic acid;
8,11,14,17-eicosatetraenoic acid;
20:4(8Z,11Z,14Z,17Z);
5,8,11,14-Icosatetraenoic Acid;
(4E,7E,10Z,13E,16E,19E)-Docosa-4,7,10,13,16,19-hexaenoic acid;
di-homo-gamma-linolenate"
"18","1.5 Amino acid metabolism",0.183333333333333,"Alanine, aspartate and glutamate metabolism","map00250",0.396367162497235,11,60,0.932727940038558,1,"Succinic acid;
D-Aspartic acid;
N-Acetyl-D-Glucosamine 6-Phosphate;
L-Aspartic acid;
L-Glutamine;
Glutamate;
Biotin;
D-Glutamine;
Adenosine monophosphate;
Fructose 6-phosphate;
D-Glutamic acid;
Glutathione;
N-Acetylglucosamine 6-phosphate;
N-Acetylmannosamine-6P;
Ammonia;
N-Acetyl-D-mannosamine 6-phosphate;
N-Acetyl-L-aspartic acid;
Butanedioic acid;
AcGlcN6P;
Fructose 6-phosphate;
Biotin;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
Glutathione;
Aspartate;
D-Asp;
DL-Glutamate;
N-Acetyl-L-aspartic acid;
Bioepiderm;
Butanedioic acid;
Glutamine;
Glutathionate(1-);
Vidarabine phosphate;
(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;
D-fructose 6-phosphate"
"19","1.1 Carbohydrate metabolism",0.184210526315789,"Pyruvate metabolism","map00620",0.437134702938467,7,38,0.932727940038558,1,"D-Lactic acid;
Dihydrolipoamide;
Biotin;
Acetylphosphate;
Adenosine monophosphate;
Glutathione;
L-Lactic acid;
Lipoamide;
Biotin;
Adenosine monophosphate;
Glutathione;
5-(1,2-dithiolan-3-yl)pentanamide;
6,8-disulfanyloctanimidic acid;
D-Lactic acid;
(S)-lactic acid;
Lysozyme;
Bioepiderm;
L-Lactic acid;
Glutathionate(1-);
Vidarabine phosphate"
"20","1.5 Amino acid metabolism",0.176470588235294,"Methionine Metabolism","map00270",0.466916345803764,9,51,0.932727940038558,1,"3-Sulfinoalanine;
Sulfite;
5'-Methylthioadenosine;
Allocystathionine;
Glutamate;
L-Cystathionine;
Homocysteine;
Adenosine monophosphate;
5-Methylthioribose 1-phosphate;
D-Glutamic acid;
Ammonia;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
3-Sulfinoalanine;
bisulfite;
Cystathionine;
5'-Methylthioadenosine;
Cystathione;
DL-Glutamate;
5-Methylthioribose  1-phosphate;
SO3 2- (sulfite);
Vidarabine phosphate;
Cysteine sulfinic acid;
(2R,5S)-2-(6-Aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol;
bisulfite"
"21","1.4 Nucleotide metabolism",0.173076923076923,"Pyrimidine metabolism","map00240",0.492563441726177,9,52,0.932727940038558,1,"Cytarabine;
Ureidoisobutyric acid;
Telbivudine;
Thymidine;
L-Glutamine;
Uridine;
Uridine 5'-monophosphate;
D-Glutamine;
Cytidine;
Ammonia;
3'-AMP;
Deoxyuridine;
1-[(2R,3S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione;
2'-deoxyuridine;
UMP;
UIBA;
Ura-Rib;
Cyt-Rib;
Thy-dRib;
3'-AMP;
Glutamine;
1-((2S,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;
[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;
Arabinofuranosylcytosine;
L-Thymidine;
[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;
3-ureido-isobutyrate"
"22","1.8 Metabolism of cofactors and vitamins",0.1875,"Pantothenate and CoA Biosynthesis","map00770",0.504769644020814,3,16,0.932727940038558,1,"D-4'-Phosphopantothenate;
Adenosine monophosphate;
D-4'-Phosphopantothenate;
Adenosine monophosphate;
D-Pantothenoyl-L-cysteine;
Vidarabine phosphate"
"23","1.3 Lipid metabolism",0.1875,"Biosynthesis of unsaturated fatty acids","map01040",0.504769644020814,3,16,0.932727940038558,1,"Caprylic acid;
Dodecanoic acid;
Capric acid;
Caprylic acid;
DDCX;
Capric acid;
Capric acid"
"24","Deleted pathways from Kegg",0.2,"D-Arginine and D-Ornithine Metabolism","map00472",0.508760694566486,2,10,0.932727940038558,1,"Ammonia;
2-oxo-5-amino-pentanoic acid"
"25","1.6 Metabolism of other amino acids",0.173913043478261,"Selenocompound metabolism","map00450",0.539447194481986,4,23,0.949427062288295,1,"Se-Methylselenocysteine;
Selenohomocysteine;
Adenosine monophosphate;
Ammonia;
Adenosine monophosphate;
MeSec;
L-selenohomocysteine;
MeSec;
SeHCys;
Vidarabine phosphate"
"26","1.2 Energy metabolism",0.166666666666667,"Oxidative phosphorylation","map00190",0.612611562844687,2,12,0.999822087389072,1,"Succinic acid;
Glyceraldehyde 3-phosphate;
Butanedioic acid;
Glyceraldehyde 3-phosphate;
Butanedioic acid;
G3P"
"27","1.1 Carbohydrate metabolism",0.147058823529412,"Propanoate metabolism","map00640",0.68370364047319,5,34,0.999822087389072,1,"Hydroxypropionic acid;
Methylmalonic acid;
Glutamate;
Biotin;
Adenosine monophosphate;
D-Glutamic acid;
Biotin;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
DL-Glutamate;
2-methyl-propanedioic acid;
3-Hydroxypropionic acid;
Bioepiderm;
Vidarabine phosphate"
"28","1.1 Carbohydrate metabolism",0.142857142857143,"Butyrate Metabolism","map00650",0.698998381793649,2,14,0.999822087389072,1,"Succinic acid;
Adenosine monophosphate;
Butanedioic acid;
Adenosine monophosphate;
Butanedioic acid;
Vidarabine phosphate"
"29","1.6 Metabolism of other amino acids",0.137931034482759,"beta-Alanine metabolism","map00410",0.730476723171546,4,29,0.999822087389072,1,"D-Aspartic acid;
L-Aspartic acid;
Glutamate;
Topaquinone;
D-Glutamic acid;
Ammonia;
D-Glutamic acid;
L-Glutamate;
Aspartate;
D-Asp;
DL-Glutamate"
"30","1.5 Amino acid metabolism",0.142857142857143,"Glycine, serine and threonine metabolism","map00260",0.731673565853921,8,56,0.999822087389072,1,"5-Aminolevulinic acid;
(S)-Lipoic acid;
(R)-Lipoic acid;
Dihydrolipoate;
Allocystathionine;
Glutamate;
L-Cystathionine;
Homocysteine;
Adenosine monophosphate;
D-Glutamic acid;
Ammonia;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
LIPA;
Cystathionine;
4-oxo-5-amino-pentanoic acid;
Cystathione;
DL-Glutamate;
(R)-Lipoic acid;
4-oxo-5-amino-pentanoic acid;
Vidarabine phosphate;
LIPA"
"31","1.8 Metabolism of cofactors and vitamins",0.130434782608696,"One carbon pool by folate","map00670",0.758315314501261,3,23,0.999822087389072,1,"N-Formyl-L-glutamic acid;
Glutamate;
D-Glutamic acid;
Ammonia;
D-Glutamic acid;
L-Glutamate;
DL-Glutamate"
"32","1.8 Metabolism of cofactors and vitamins",0.117647058823529,"Riboflavin Metabolism","map00740",0.798329355256159,2,17,0.999822087389072,1,"6,7-Dimethyl-8-(1-D-ribityl)lumazine;
Adenosine monophosphate;
Adenosine monophosphate;
Vidarabine phosphate"
"33","1.3 Lipid metabolism",0.111111111111111,"Glycerolipid Metabolism","map00561",0.824396185871413,2,18,0.999822087389072,1,"Glycerol;
Glyceraldehyde"
"34","1.1 Carbohydrate metabolism",0.115384615384615,"Citric Acid Cycle","map00020",0.829681100418844,3,26,0.999822087389072,1,"Succinic acid;
Biotin;
Lipoamide;
Butanedioic acid;
Biotin;
5-(1,2-dithiolan-3-yl)pentanamide;
Lysozyme;
Bioepiderm;
Butanedioic acid"
"35","1.5 Amino acid metabolism",0.114285714285714,"Histidine metabolism","map00340",0.856006361628641,4,35,0.999822087389072,1,"Glutamate;
Adenosine monophosphate;
Topaquinone;
D-Glutamic acid;
Ammonia;
D-Glutamic acid;
L-Glutamate;
Adenosine monophosphate;
DL-Glutamate;
Vidarabine phosphate"
"36","1.5 Amino acid metabolism",0.117647058823529,"Valine, leucine and isoleucine degradation","map00280",0.873731213105796,6,51,0.999822087389072,1,"Succinic acid;
Dihydrolipoamide;
Methylmalonic acid;
Glutamate;
Biotin;
D-Glutamic acid;
Lipoamide;
Butanedioic acid;
Biotin;
D-Glutamic acid;
L-Glutamate;
5-(1,2-dithiolan-3-yl)pentanamide;
6,8-disulfanyloctanimidic acid;
DL-Glutamate;
2-methyl-propanedioic acid;
Lysozyme;
Bioepiderm;
Butanedioic acid"
"37","1.1 Carbohydrate metabolism",0.113207547169811,"Starch and sucrose metabolism","map00500",0.896563405765061,6,53,0.999822087389072,1,"O-Phosphoethanolamine;
L-Galactose;
D-Mannose 1-phosphate;
Galactose 1-phosphate;
D-Mannose;
D-Galactose;
D-Glucose;
alpha-D-Glucose;
D-Fructose;
Glucose 6-phosphate;
D-Glucose-6-Phosphate;
L-Gulose;
Allose;
beta-D-Galactose;
Dolichyl phosphate D-mannose;
beta-D-glucose;
Beta-D-Fructose 6-phosphate;
O-Phosphoethanolamine;
alpha-D-Glucose;
alpha-D-galactose 1-phosphate;
alpha-D-mannose 1-phosphate;
alpha-D-galactose;
D-Fructose;
D-Mannose;
G1P;
D-Glucose;
D-glucopyranose 6-phosphate;
D-Tagatose 6-phosphate;
G6P;
Glucose 1-phosphate;
D-Mannose 1-phosphate;
(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;
beta-D-Glucose 1-phosphate;
D-Fructofuranose;
D-Gulose;
Fructose-6-Phosphate (closed form);
Glucose"
"38","1.1 Carbohydrate metabolism",0.0967741935483871,"Phosphatidylinositol Phosphate Metabolism","map00562",0.908944513615531,3,31,0.999822087389072,1,"myo-Inositol 6-phosphate;
myo-Inositol 1-phosphate;
D-myo-Inositol 3-phosphate;
neo-Inositol;
muco-Inositol;
epi-Inositol;
scyllo-Inositol;
Levoinositol;
Glucose 6-phosphate;
cis-Inositol;
allo-Inositol;
D-chiro-Inositol;
D-myo-Inositol 4-phosphate;
myo-Inositol;
Ins;
1D-myo-inositol 3-phosphate;
1D-myo-inositol 1-phosphate;
1D-myo-inositol 4-phosphate;
1D-chiro-inositol;
D-glucopyranose 6-phosphate;
myo-Inositol;
D-myo-Inositol 4-phosphate;
G6P;
D-myo-Inositol 3-phosphate;
CHI;
(2,3,4,5,6-Pentahydroxycyclohexyl) dihydrogen phosphate;
(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate"
"39","1.5 Amino acid metabolism",0.08,"Lysine degradation","map00310",0.936780010861494,2,25,0.999822087389072,1,"Glutamate;
D-Glutamic acid;
Lipoamide;
D-Glutamic acid;
L-Glutamate;
5-(1,2-dithiolan-3-yl)pentanamide;
DL-Glutamate;
Lysozyme"
"40","1.8 Metabolism of cofactors and vitamins",0.0769230769230769,"Retinol Metabolism","map00830",0.945704920065048,2,26,0.999822087389072,1,"L-Galactose;
Glycerophosphocholine;
D-Mannose;
D-Galactose;
D-Glucose;
alpha-D-Glucose;
L-Gulose;
Allose;
beta-D-Galactose;
beta-D-glucose;
choline alfoscerate;
alpha-D-Glucose;
alpha-D-galactose;
D-Mannose;
D-Glucose;
Glycerophosphocholine;
D-Gulose;
Glycerylphosphorylcholine;
Glucose"
"41","1.8 Metabolism of cofactors and vitamins",0.0833333333333333,"Porphyrin Metabolism","map00860",0.953414480705632,3,36,0.999822087389072,1,"5-Aminolevulinic acid;
Farnesyl pyrophosphate;
Ammonia;
2-trans,6-trans-farnesyl diphosphate;
4-oxo-5-amino-pentanoic acid;
farnesyl diphosphate;
4-oxo-5-amino-pentanoic acid;
Diphosphoric acid,P-(3,7,11-trimethyl-2,6,10-dodecatrienyl) ester"
"42","1.3 Lipid metabolism",0.0681818181818182,"Steroid Biosynthesis","map00100",0.985172586769545,3,44,0.999822087389072,1,"(R)-5-Diphosphomevalonic acid;
Farnesyl pyrophosphate;
(R)-Mevalonic acid-5-pyrophosphate;
Geranyl-PP;
(R)-5-Diphosphomevalonic acid;
geranyl diphosphate;
2-trans,6-trans-farnesyl diphosphate;
farnesyl diphosphate;
(R)-5-Diphosphomevalonic acid;
Geranyl pyrophosphate;
Geranyl pyrophosphate ammonium*200 UG/VI AL;
Diphosphoric acid,P-(3,7,11-trimethyl-2,6,10-dodecatrienyl) ester"
"43","1.3 Lipid metabolism",0.046875,"Arachidonic Acid Metabolism","map00590",0.999363515280523,3,64,0.999822087389072,1,"Arachidonic acid;
Glutamate;
D-Glutamic acid;
Glutathione;
5Z,8Z,11Z,14Z-eicosatetraenoic acid;
D-Glutamic acid;
L-Glutamate;
Glutathione;
DL-Glutamate;
5,8,11,14-eicosatetraenoic acid;
Glutathionate(1-);
5,8,11,14-Icosatetraenoic Acid"
"44","1.3 Lipid metabolism",0.0333333333333333,"Primary bile acid biosynthesis","map00120",0.999822087389072,2,60,0.999822087389072,1,"Taurine;
3'-AMP;
TAU;
3'-AMP;
[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate"
