"","kegg classifier","Detected versus pathway total ratio","kegg_pathwayname","pathwayId","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm"
"28","Deleted pathways from Kegg",0.259259259259259,"Androgen and Estrogen Metabolism","map00150",0.789324511162215,7,27,0.999997691975387,1
"29","1.3 Lipid metabolism",0.243243243243243,"Steroidogenesis","map00140",0.86695540333133,9,37,0.999997691975387,1
"30","1.6 Metabolism of other amino acids",0.217391304347826,"Selenocompound metabolism","map00450",0.892578399050181,5,23,0.999997691975387,1
"31","1.8 Metabolism of cofactors and vitamins",0.1875,"Ubiquinone Biosynthesis","map00130",0.919172315302462,3,16,0.999997691975387,1
"32","1.8 Metabolism of cofactors and vitamins",0.2,"Pterine Biosynthesis","map00790",0.931436007892574,5,25,0.999997691975387,1
"33","1.1 Carbohydrate metabolism",0.2,"Galactose Metabolism","map00052",0.931436007892574,5,25,0.999997691975387,1
"34","1.8 Metabolism of cofactors and vitamins",0.176470588235294,"Riboflavin Metabolism","map00740",0.938410311776029,3,17,0.999997691975387,1
"35","1.1 Carbohydrate metabolism",0.226415094339623,"Starch and sucrose metabolism","map00500",0.942164192741641,12,53,0.999997691975387,1
"36","1.3 Lipid metabolism",0.204545454545455,"Steroid Biosynthesis","map00100",0.964084188305768,9,44,0.999997691975387,1
"37","1.5 Amino acid metabolism",0.196078431372549,"Valine, leucine and isoleucine degradation","map00280",0.980795386622635,10,51,0.999997691975387,1
"38","1.8 Metabolism of cofactors and vitamins",0.130434782608696,"One carbon pool by folate","map00670",0.989192508820348,3,23,0.999997691975387,1
"39","1.3 Lipid metabolism",0.111111111111111,"Glycerolipid Metabolism","map00561",0.98970367174565,2,18,0.999997691975387,1
"40","1.2 Energy metabolism",0.105263157894737,"Sulfur metabolism","map00920",0.992627194369906,2,19,0.999997691975387,1
"41","1.1 Carbohydrate metabolism",0.147058823529412,"Propanoate metabolism","map00640",0.992989052764716,5,34,0.999997691975387,1
"42","1.3 Lipid metabolism",0.12,"Phospholipid Biosynthesis","map00564",0.994146445647159,3,25,0.999997691975387,1
"43","1.3 Lipid metabolism",0.171875,"Arachidonic Acid Metabolism","map00590",0.997346885702665,11,64,0.999997691975387,1
"44","1.1 Carbohydrate metabolism",0.0967741935483871,"Phosphatidylinositol Phosphate Metabolism","map00562",0.999136044869054,3,31,0.999997691975387,1
"45","1.1 Carbohydrate metabolism",0.0769230769230769,"Citric Acid Cycle","map00020",0.999335530438654,2,26,0.999997691975387,1
"46","1.1 Carbohydrate metabolism",0.105263157894737,"Pyruvate metabolism","map00620",0.999489885238554,4,38,0.999997691975387,1
"47","1.3 Lipid metabolism",0.0833333333333333,"Fatty acid Metabolism","map00071",0.999836129360013,3,36,0.999997691975387,1
"48","1.8 Metabolism of cofactors and vitamins",0.0555555555555556,"Porphyrin Metabolism","map00860",0.999981675911479,2,36,0.999997691975387,1
"49","1.3 Lipid metabolism",0.0833333333333333,"Primary bile acid biosynthesis","map00120",0.999997691975387,5,60,0.999997691975387,1
