"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Amino acid metabolism","WP3925","wiki",3.069e-05,35,109,0.00346943,0.05005067,"Spermidine;L-Galactose;L-Proline;L-Alloisoleucine;4,5-Dihydroorotic acid;D-Arginine;Cysteineglutathione disulfide;D-Aspartic acid;D-Asparagine;1-Pyrroline-2-carboxylic acid;L-Allothreonine;Indoleacetaldehyde;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);D-Leucine;Oxidized-adrenal-ferredoxin;D-Alanine;D-Proline;D-Mannose;D-Galactose;Citrulline; L-Citrulline;(±)-erythro-Isoleucine;Homogentisic acid;D-Glucose;alpha-D-Glucose;Epinephrine;Histamine;Phosphoguanidinoacetate;L-Cysteine;Allocystathionine;L-Alanine;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;L-Cystathionine;Carbamoyl phosphate;D-Glutamine;L-Tyrosine; Tyrosine;Homocysteine;L-Gulose;Allose;L-Leucine;Dopamine;L-Phenylalanine; Phenylalanine;gamma-Glutamylcysteine;D-Glutamic acid;Glutathione;L-Asparagine;Spermine;L-Valine;L-Threonine;beta-D-Galactose;L-Isoleucine;Arginine; L-Arginine;Indoleacetic acid;Quinolinic acid;D-Cysteine;cysteine; DL-Cysteine;D-Ala; D-Alanine;L-Leucine; Leucine;Spermine; SPN;beta-D-glucose; D-Glucose;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Phospho- guanidinoacetate; Phosphoguanidinoacetate;D-threo-isocitrate; IC;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-Arginine;Spermidine; SPM;Glutathione; GSH;(S)-dihydroorotate; 4,5-Dihydroorotic acid;Aspartate; L-Aspartic acid;2S-Amino-3S-methylpentanoic acid; L-Isoleucine;D-Asp; D-Aspartic acid;Cystathionine; L-Cystathionine;Cysteine; L-Cysteine;CAP; Carbamoyl phosphate;Cystathione;Cysteineglutathione disulfide; GSSG;L-Tyrosine;alpha-D-Glucose; Glc;6-Hydroxysandoricin; tyrosine;D-Citrulline;DL-Glutamate; Glutamate;DA; Dopamine;Hist; Histamine;DL-Asparagine;DL-Proline; proline;2-Amino-3-methylbutanoic acid; D-Valine; Valine;D-Phenylalanine; Phe;alpha-D-galactose; D-Galactose; Gal;D-Mannose; Man;ADR; Epinephrine;arginine; DL-Arginine;4,5-Dihydroorotic acid; Dihydro-orotate;L-Arg; L-argininium(1+);Epinephrine; Oxidized-adrenal-ferredoxin;D-Threonine;D-Glucose; Glucose;alloisoleucine; L-Alloisoleucine;2S-Amino-3S-methylpentanoic acid; Isoleucine; L-Isoleucine;Glutamine; L-Glutamine;L-Valine; valine;Citrulline;Carbamoyl phosphate; Carbamoylphosphate;Alanine; D-Alanine;Dihydro-orotate; L-Dihydroorotic acid;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Cifostodine;D-Gulose;D-Tyrosine; tyrosine;D-Valine; Valine;N-gamma-Glutamylcysteine;Glucose","1"
"tRNA aminoacylation","WP1938","wiki",0,18,26,2.1e-06,4.2e-06,"Pyrophosphate;Phosphate;L-Proline;L-Alloisoleucine;D-Arginine;D-Aspartic acid;D-Asparagine;L-Allothreonine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);D-Leucine;D-Alanine;D-Proline;(±)-erythro-Isoleucine;L-Cysteine;L-Alanine;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;L-Lysine;D-Glutamine;L-Tyrosine; Tyrosine;Adenosine monophosphate;L-Leucine;L-Phenylalanine; Phenylalanine;D-Glutamic acid;L-Asparagine;L-Valine;L-Threonine;L-Isoleucine;Arginine; L-Arginine;D-Cysteine;D-Lysine;cysteine; DL-Cysteine;D-Ala; D-Alanine;L-Leucine; Leucine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-Arginine;Aspartate; L-Aspartic acid;2S-Amino-3S-methylpentanoic acid; L-Isoleucine;D-Asp; D-Aspartic acid;Cysteine; L-Cysteine;L-Tyrosine;6-Hydroxysandoricin; tyrosine;DL-Glutamate; Glutamate;DL-Asparagine;Phosphate; Pi;DL-Proline; proline;2-Amino-3-methylbutanoic acid; D-Valine; Valine;D-Phenylalanine; Phe;arginine; DL-Arginine;PPi; Pyrophosphate;L-Arg; L-argininium(1+);D-Threonine;alloisoleucine; L-Alloisoleucine;2S-Amino-3S-methylpentanoic acid; Isoleucine; L-Isoleucine;L-Lysine; Lysine;Glutamine; L-Glutamine;L-Valine; valine;Alanine; D-Alanine;Vidarabine phosphate;D-Tyrosine; tyrosine;D-Valine; Valine","1"
"Biomarkers for urea cycle disorders","WP4583","wiki",8e-07,14,22,0.00032878,0.00131273,"beta-Alanine;Homocitrulline;L-Galactose;3-Aminoisobutanoic acid;D-Arginine;D-Aspartic acid;(R)-beta-Aminoisobutyric acid;L-Allothreonine;D-Mannose;D-Galactose;Citrulline; L-Citrulline;(S)-beta-Aminoisobutyric acid;D-Glucose;alpha-D-Glucose;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Creatine;Carbamoyl phosphate;D-Glutamine;L-Tyrosine; Tyrosine;L-Gulose;Allose;D-Glutamic acid;L-Threonine;beta-D-Galactose;Arginine; L-Arginine;Ammonia;beta-D-glucose; D-Glucose;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;(R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid; 3AIB;L-Arginine;Creatine; CRET;b-Ala; beta-Alanine;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;CAP; Carbamoyl phosphate;L-Tyrosine;alpha-D-Glucose; Glc;6-Hydroxysandoricin; tyrosine;D-Citrulline;DL-Glutamate; Glutamate;3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;alpha-D-galactose; D-Galactose; Gal;D-Mannose; Man;arginine; DL-Arginine;L-Arg; L-argininium(1+);(S)-b-aminoisobutyric acid; (S)-beta-Aminoisobutyric acid; 2S-methyl-3-amino-propanoic acid;D-Threonine;D-Glucose; Glucose;Glutamine; L-Glutamine;Citrulline;Carbamoyl phosphate; Carbamoylphosphate;(R)-b-aminoisobutyric acid; (R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid;3-amino-3-methyl-propionic acid; 3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;D-Gulose;D-Tyrosine; tyrosine;Avenanthramide K;Glucose","4"
"Neurotransmitter disorders","WP4220","wiki",8.149e-05,12,23,0.00637974,0.13242625,"3,4-Dihydroxybenzeneacetic acid;5-Hydroxyindoleacetaldehyde;Homovanillic acid;Oxidized-adrenal-ferredoxin;Metanephrine;Epinephrine;Vanylglycol;L-Tyrosine; Tyrosine;Dopamine;Melatonin;4a-Carbinolamine tetrahydrobiopterin;Normetanephrine;Melatonin; MLT;L-Tyrosine;6-Hydroxysandoricin; tyrosine;DA; Dopamine;vanillyl mandelate; Vanillylmandelic acid;ADR; Epinephrine;Epinephrine; Oxidized-adrenal-ferredoxin;3,4-Dihydroxybenzeneacetic acid; DOPAC;4a-Carbinolamine tetrahydrobiopterin; qBH2;(5-hydroxyindol-3-yl)acetaldehyde; 5-Hydroxyindoleacetaldehyde; 5HIALD;3,4-Dihydroxybenzeneacetic acid; Homoprotocatechuic acid;MHPG; Vanylglycol;L-Metanephrine;D-Tyrosine; tyrosine","5"
"Tyrosine metabolism and related disorders","WP4506","wiki",2.404e-05,13,24,0.00304053,0.03923837,"Cinnamic acid;Nitisinone;4a-Hydroxytetrahydrobiopterin;Hydroxyphenyllactic acid;cis-p-Coumaric acid;Homogentisic acid;Porphobilinogen;4-Hydroxycinnamic acid;L-Tyrosine; Tyrosine;Tetrahydrobiopterin;L-Phenylalanine; Phenylalanine;Succinylacetoacetate;Ammonia;(R+)-3-(4-hydroxyphenyl)lactate;(6S)-2-Amino-6-[(1S,2S)-1,2-dihydroxypropyl]-5,6,7,8-tetrahydro-3H-pteridin-4-one; 5,6,7,8-tetrahydrobiopterin; BH4;4a-Hydroxytetrahydrobiopterin; 4aOH-BH4;4a-Hydroxytetrahydrobiopterin; BH2;4OH-phenyllactate; Hydroxyphenyllactic acid;L-Tyrosine;6-Hydroxysandoricin; tyrosine;D-Phenylalanine; Phe;4-Hydroxycinnamic acid; 4OH-Cinnamate;Nitisinone; NTBC;BH4; Tetrahydrobiopterin;trans-Cinnamic acid;D-Tyrosine; tyrosine;(6S)-2-Amino-6-[(1S,2S)-1,2-dihydroxypropyl]-5,6,7,8-tetrahydro-3H-pteridin-4-one; BH4;Avenanthramide K;4-maleyl-acetoacetate;4alpha-hydroxy-tetrahydrobiopterin; BH2","6"
"Urea cycle and metabolism of amino groups","WP497","wiki",1.048e-05,16,32,0.00156599,0.01712116,"Sarcosine;Spermidine;L-Proline;D-Arginine;D-Aspartic acid;D-Proline;Citrulline; L-Citrulline;Phosphoguanidinoacetate;L-Aspartic acid;Glutamate; L-Glutamic acid;Creatine;Carbamoyl phosphate;Creatinine;N2-Acetylornithine;1-Pyrroline-5-carboxylic acid;D-Glutamic acid;Spermine;Arginine; L-Arginine;Ammonia;SARC; Sarcosine;N-Carbamoylsarcosine;Spermine; SPN;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Phospho- guanidinoacetate; Phosphoguanidinoacetate;L-Arginine;N2-Acetyl-L-ornithine; N2-Acetylornithine;Spermidine; SPM;CREAT; Creatinine;Creatine; CRET;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;CAP; Carbamoyl phosphate;D-Citrulline;DL-Glutamate; Glutamate;DL-Proline; proline;arginine; DL-Arginine;L-Arg; L-argininium(1+);1-Pyrroline-5-carboxylic acid; 1PYR-5COOH;Citrulline;Carbamoyl phosphate; Carbamoylphosphate;Avenanthramide K","4"
"Melatonin metabolism and effects","WP3298","wiki",0.0002993,10,19,0.01822387,0.48426277,"N-Acetylserotonin;6-Sulfatoxymelatonin;6-Hydroxymelatonin;Bufotenin;Cyclic AMP;5-Methoxytryptamine;Dimethyltryptamine;Melatonin;Melatonin; MLT;cAMP; Cyclic AMP;Dimethyltryptamine; N,N-Dimethyltryptamine;Cyclic AMP; IP-activated  cAMP;cyclic 3-Hydroxymelatonin;6-Methoxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole","Did not cluster"
"Biomarkers for pyrimidine metabolism disorders","WP4584","wiki",4.349e-05,16,35,0.00446872,0.07084723,"beta-Alanine;3-Aminoisobutanoic acid;Cytarabine;4,5-Dihydroorotic acid;Dihydrothymine;Ureidoisobutyric acid;(R)-beta-Aminoisobutyric acid;Orotidylic acid;Telbivudine;(S)-beta-Aminoisobutyric acid;Ureidopropionic acid;Thymidine;L-Cysteine;Creatine;Cytidine monophosphate;Cytidine;Glutathione;Cytosine;D-Cysteine;Deoxyuridine;cysteine; DL-Cysteine;orotidine 5'-monophosphate; Orotidylic acid;Cyt; Cytosine;(R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid; 3AIB;2'-deoxyuridine; Deoxyuridine; dU;UIBA; Ureidoisobutyric acid;Glutathione; GSH;Creatine; CRET;b-Ala; beta-Alanine;(S)-dihydroorotate; 4,5-Dihydroorotic acid;CMP; cytidine 5'-monophosphate; Cytidine monophosphate;Cysteine; L-Cysteine;Cyt-Rib; Cytidine;Thy-dRib; Thymidine;UPROP; Ureidopropionic acid;3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;5,6-dihydrothymine; Dihydrothymine;4,5-Dihydroorotic acid; Dihydro-orotate;(S)-b-aminoisobutyric acid; (S)-beta-Aminoisobutyric acid; 2S-methyl-3-amino-propanoic acid;(R)-b-aminoisobutyric acid; (R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid;Dihydro-orotate; L-Dihydroorotic acid;3-amino-3-methyl-propionic acid; 3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;Glutathionate(1-);Cytosine arabinose-5'-phosphate;1-((2S,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;Arabinofuranosylcytosine;L-Thymidine;3-ureido-isobutyrate; Ureidoisobutyric acid;5-phospho-alpha-D-ribose 1-diphosphate","4"
"NAD biosynthesis II (from tryptophan)","WP2485","wiki",0.00068663,11,24,0.03399918,1,"Pyrophosphate;2-Amino-3-carboxymuconic acid semialdehyde;L-Kynurenine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);D-Alanine;5-Hydroxykynurenine; Hydroxykynurenine;3-Hydroxyanthranilic acid;L-Alanine;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;L-3-Hydroxykynurenine;Adenosine monophosphate;D-Glutamic acid;Quinolinic acid;3-HK; Hydroxykynurenine;D-Ala; D-Alanine;3-HAA; 3-Hydroxyanthranilic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-KYN; L-Kynurenine;3-hydroxy-L-kynurenine; 3HKYN; L-3-Hydroxykynurenine;DL-Glutamate; Glutamate;D-Kynurenine; Kynurenine;PPi; Pyrophosphate;Glutamine; L-Glutamine;Kynurenine; L-Kynurenine;Hydroxykynurenine;Alanine; D-Alanine;Vidarabine phosphate;5-phospho-alpha-D-ribose 1-diphosphate","7"
"Biogenic amine synthesis","WP550","wiki",8.635e-05,10,17,0.00645248,0.14014136,"N-Acetylserotonin;Oxidized-adrenal-ferredoxin;Epinephrine;Histamine;4-Aminobutanoic acid; gamma-Aminobutyric acid;Glutamate; L-Glutamic acid;L-Tyrosine; Tyrosine;Dopamine;Choline;L-Phenylalanine; Phenylalanine;D-Glutamic acid;Melatonin;Cho; Choline;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Melatonin; MLT;4-amino-butanoic acid; gamma-Aminobutyric acid; γ-aminobutyric acid;L-Tyrosine;6-Hydroxysandoricin; tyrosine;DL-Glutamate; Glutamate;DA; Dopamine;Hist; Histamine;D-Phenylalanine; Phe;ADR; Epinephrine;Epinephrine; Oxidized-adrenal-ferredoxin;4-amino-butanoic acid; GABA; gamma-Aminobutyric acid;D-Tyrosine; tyrosine","1, 5"
"Tryptophan metabolism","WP465","wiki",0.00010792,22,60,0.00771361,0.1750388,"N-Methylserotonin;2-Aminobenzoic acid;N-Acetylserotonin;p-Aminobenzoic acid;2-Amino-3-carboxymuconic acid semialdehyde;5-Hydroxyindoleacetaldehyde;6-Hydroxymelatonin;Indoleacetaldehyde;L-Kynurenine;Indolepyruvate;5-Hydroxykynurenine; Hydroxykynurenine;Indole-3-carboxaldehyde;Kynurenic acid;Tryptophol;3-Hydroxyanthranilic acid;Xanthurenic acid;L-3-Hydroxykynurenine;N-Methyltryptamine;Melatonin;3-Methylindole;Indoleacetic acid;Formyl-5-hydroxykynurenamine;3-HK; Hydroxykynurenine;3-HAA; 3-Hydroxyanthranilic acid;Melatonin; MLT;L-KYN; L-Kynurenine;3-hydroxy-L-kynurenine; 3HKYN; L-3-Hydroxykynurenine;4-aminobenzoate;5-Hydroxy-N-formylkynurenine;Indole-3-aldehyde; Indole-3-carboxaldehyde;D-Kynurenine; Kynurenine;Formyl-5-hydroxy kynurenamine; Formyl-5-hydroxykynurenamine;3-(indol-3-yl)pyruvic acid; 3IN-PYRA; Indolepyruvate;4-aminobenzoic acid; ABENZ; p-Aminobenzoic acid;2-Aminobenzoic acid; Anthranilic acid;(5-hydroxyindol-3-yl)acetaldehyde; 5-Hydroxyindoleacetaldehyde; 5HIALD;3-Methylindole; skatole;Kynurenine; L-Kynurenine;Hydroxykynurenine;ABENZ; p-Aminobenzoic acid","Did not cluster"
"Transport of bile salts and organic acids, metal ions and amine compounds","WP1935","wiki",1e-08,32,70,3.42e-06,1.025e-05,"Taurine;beta-Alanine;Spermidine;Quinine;L-Proline;L-Alloisoleucine;D-Arginine;D-Asparagine;L-Allothreonine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);1-Methylnicotinamide;D-Leucine;Oxidized-adrenal-ferredoxin;D-Alanine;D-Proline;(±)-erythro-Isoleucine;neo-Inositol;muco-Inositol;epi-Inositol;scyllo-Inositol;Ergothioneine;Desipramine;Imipramine;Epinephrine;Histamine;L-Cysteine;L-Carnitine;Levoinositol;4-Aminobutanoic acid; gamma-Aminobutyric acid;L-Alanine;Quinidine;L-Glutamine;L-Lysine;cis-Inositol;D-Glutamine;L-Tyrosine; Tyrosine;L-Leucine;Dopamine;Choline;L-Phenylalanine; Phenylalanine;allo-Inositol;D-chiro-Inositol;Uric acid;Betaine;L-Asparagine;Spermine;L-Valine;L-Threonine;L-Isoleucine;Arginine; L-Arginine;Ammonia;myo-Inositol;D-Cysteine;D-Lysine;Cho; Choline;cysteine; DL-Cysteine;D-Ala; D-Alanine;L-Leucine; Leucine;Spermine; SPN;TAU; Taurine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-Arginine;Spermidine; SPM;1-Methylnicotinamide; MNA;4-amino-butanoic acid; gamma-Aminobutyric acid; γ-aminobutyric acid;b-Ala; beta-Alanine;2S-Amino-3S-methylpentanoic acid; L-Isoleucine;Ins; myo-Inositol;Cysteine; L-Cysteine;7,9-dihydro-1H-purine-2,6,8(3H)-trione; urate; Uric acid;L-Tyrosine;6-Hydroxysandoricin; tyrosine;DA; Dopamine;Hist; Histamine;DL-Asparagine;DL-Proline; proline;2-Amino-3-methylbutanoic acid; D-Valine; Valine;1D-chiro-inositol; CHI; D-chiro-Inositol;D-Phenylalanine; Phe;ADR; Epinephrine;arginine; DL-Arginine;L-Arg; L-argininium(1+);Epinephrine; Oxidized-adrenal-ferredoxin;D-Threonine;BET; Betaine;alloisoleucine; L-Alloisoleucine;IMIP; Imipramine;DESI; Desipramine;Ergothioneine; ERGT;(S)-carnitinium;4-amino-butanoic acid; GABA; gamma-Aminobutyric acid;2S-Amino-3S-methylpentanoic acid; Isoleucine; L-Isoleucine;L-Lysine; Lysine;myo-Inositol; Myoinositol;Glutamine; L-Glutamine;L-Valine; valine;Alanine; D-Alanine;CHI; D-chiro-Inositol;(R)-(6-Methoxy-4-quinolyl)-(5-vinylquinuclidin-2-yl)methanol;D-Tyrosine; tyrosine;D-Valine; Valine;Avenanthramide K;Orgothionenine","1"
