"","kegg classifier","Detected versus pathway total ratio","kegg_pathwayname","pathwayId","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm"
"35","1.5 Amino acid metabolism",0.114285714285714,"Histidine metabolism","map00340",0.856006361628641,4,35,0.999822087389072,1
"36","1.5 Amino acid metabolism",0.117647058823529,"Valine, leucine and isoleucine degradation","map00280",0.873731213105796,6,51,0.999822087389072,1
"37","1.1 Carbohydrate metabolism",0.113207547169811,"Starch and sucrose metabolism","map00500",0.896563405765061,6,53,0.999822087389072,1
"38","1.1 Carbohydrate metabolism",0.0967741935483871,"Phosphatidylinositol Phosphate Metabolism","map00562",0.908944513615531,3,31,0.999822087389072,1
"39","1.5 Amino acid metabolism",0.08,"Lysine degradation","map00310",0.936780010861494,2,25,0.999822087389072,1
"40","1.8 Metabolism of cofactors and vitamins",0.0769230769230769,"Retinol Metabolism","map00830",0.945704920065048,2,26,0.999822087389072,1
"41","1.8 Metabolism of cofactors and vitamins",0.0833333333333333,"Porphyrin Metabolism","map00860",0.953414480705632,3,36,0.999822087389072,1
"42","1.3 Lipid metabolism",0.0681818181818182,"Steroid Biosynthesis","map00100",0.985172586769545,3,44,0.999822087389072,1
"43","1.3 Lipid metabolism",0.046875,"Arachidonic Acid Metabolism","map00590",0.999363515280523,3,64,0.999822087389072,1
"44","1.3 Lipid metabolism",0.0333333333333333,"Primary bile acid biosynthesis","map00120",0.999822087389072,2,60,0.999822087389072,1
