"","kegg classifier","Detected versus pathway total ratio","kegg_pathwayname","pathwayId","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","Detected_metabolites"
"11","1.5 Amino acid metabolism",0.2,"Lysine degradation","map00310",0.387455438307734,5,25,0.99868912441704,1,"Pyridoxal 5'-phosphate;
Glutamate;
L-Lysine;
Allysine;
D-Glutamic acid;
D-Lysine;
D-Glutamic acid;
L-Glutamate;
2AMAS;
DL-Glutamate;
PLP;
S-Glutaryldihydrolipoamide;
L-Lysine;
L-2-Amino-6-oxohexanoic acid"
"12","1.8 Metabolism of cofactors and vitamins",0.192307692307692,"Retinol Metabolism","map00830",0.422819818169019,5,26,0.99868912441704,1,"all-trans-5,6-Epoxyretinoic acid;
Glycerophosphocholine;
4-oxo-Retinoic acid;
all-trans-18-Hydroxyretinoic acid;
4-Hydroxyretinoic acid;
5,6-Epoxy-13-cis-retinoic acid;
choline alfoscerate;
4-Hydroxyretinoic acid;
4-oxo RA;
(2E,4E,6E,8E)-9-[2-(hydroxymethyl)-6,6-dimethylcyclohex-1-en-1-yl]-3,7-dimethylnona-2,4,6,8-tetraenoic acid;
(2E,4E,6E,8E)-3,7-dimethyl-9-{2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl}nona-2,4,6,8-tetraenoic acid;
Glycerophosphocholine;
4-oxo-Retinoic acid;
All-trans 4-Keto Retinoic Acid;
Glycerylphosphorylcholine"
"13","1.5 Amino acid metabolism",0.178571428571429,"Phenylalanine and Tyrosine Metabolism","map00360",0.49227261803157,5,28,0.99868912441704,1,"4a-Hydroxytetrahydrobiopterin;
Homogentisic acid;
Pyridoxal 5'-phosphate;
L-Glutamine;
Glutamate;
D-Glutamine;
D-Glutamic acid;
4a-Hydroxytetrahydrobiopterin;
4a-Hydroxytetrahydrobiopterin;
D-Glutamic acid;
L-Glutamate;
DL-Glutamate;
PLP;
Glutamine;
4alpha-hydroxy-tetrahydrobiopterin"
"14","1.1 Carbohydrate metabolism",0.171428571428571,"Amino Sugar Metabolism","map00520",0.520253932436837,6,35,0.99868912441704,1,"N-Acetyl-b-D-galactosamine;
beta-N-Acetylglucosamine;
beta-D-Glucosamine;
N-Acetylgalactosamine;
Glucosamine;
Glucosamine 6-phosphate;
L-Glutamine;
Glutamate;
D-Glutamine;
D-Glutamic acid;
N-Acetyl-D-glucosamine;
N-Acetylmannosamine;
alpha-D-glucosamine 6-phosphate;
D-Glutamic acid;
L-Glutamate;
UDP-D-Xylose;
DL-Glutamate;
beta-N-Acetylglucosamine;
bGalNAc;
N-acetyl-alpha-D-galactosamine;
2-amino-2-deoxy-D-glucopyranose;
2-(Acetylamino)-2-deoxy-alpha-D-mannopyranose;
Glutamine;
beta-N-Acetylglucosamine;
bGalNAc;
N-Acetyl-D-mannosamine;
beta-D-Galactosamine"
"15","1.5 Amino acid metabolism",0.166666666666667,"Alanine, aspartate and glutamate metabolism","map00250",0.528752821957152,10,60,0.99868912441704,1,"beta-Alanine;
D-Arginine;
D-Asparagine;
(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);
D-Alanine;
Citrulline;
L-Cysteine;
Pyridoxal 5'-phosphate;
Glucosamine 6-phosphate;
L-Alanine;
L-Glutamine;
Glutamate;
D-Glutamine;
D-Glutamic acid;
L-Asparagine;
Arginine;
D-Cysteine;
cysteine;
D-Ala;
alpha-D-glucosamine 6-phosphate;
D-Glutamic acid;
L-Glutamate;
(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);
L-Arginine;
b-Ala;
Cysteine;
D-Citrulline;
DL-Glutamate;
PLP;
DL-Asparagine;
arginine;
L-Arg;
Glutamine;
Citrulline;
Alanine"
"16","1.3 Lipid metabolism",0.159090909090909,"Steroid Biosynthesis","map00100",0.597449007958634,7,44,0.99868912441704,1,"Zymosterol intermediate 2;
7-Dehydrodesmosterol;
5,6-trans-Vitamin D3;
Desmosterol;
7-Dehydrocholesterol;
Lumisterol 3;
5alpha-Cholesta-7,24-dien-3beta-ol;
Vitamin D3;
8-Dehydrocholesterol;
(3beta,5alpha)-cholesta-7,24-dien-3-ol;
cholest-5,24-dien-3beta-ol;
7-dehydroCHOL;
5alpha-cholesta-8,24-dien-3beta-ol;
7-Dehydrodesmosterol;
(5Z,7E)-(3S)-9,10-seco-5,7,10(19)-cholestatrien-3-ol;
8-Dehydrocholesterol;
7-Dehydrocholesterol;
(5Z,7E)-(3S)-9,10-seco-5,7,10(19)-cholestatrien-3-ol;
5alpha-cholesta-8,24-dien-3beta-ol;
5-alpha-Cholesta-7,24-dien-3-beta-ol;
Provitina;
delta-24-Cholesterol"
"17","1.6 Metabolism of other amino acids",0.166666666666667,"Taurine and Hypotaurine Metabolism","map00430",0.608266318756254,2,12,0.99868912441704,1,"L-Cysteine;
Pyridoxal 5'-phosphate;
D-Cysteine;
cysteine;
Cysteine;
PLP"
"18","1.5 Amino acid metabolism",0.156862745098039,"Methionine Metabolism","map00270",0.61338059330302,8,51,0.99868912441704,1,"Sarcosine;
Spermidine;
Vidarabine;
L-Cysteine;
Pyridoxal 5'-phosphate;
Glutamate;
Adenosine;
Choline;
D-Glutamic acid;
D-Cysteine;
Cho;
cysteine;
SARC;
D-Glutamic acid;
L-Glutamate;
Ade-Rib;
Spermidine;
bisulfite;
Cysteine;
DL-Glutamate;
PLP;
9-Arabinofuranosyladenine;
bisulfite"
"19","Deleted pathways from Kegg",0.148148148148148,"Androgen and Estrogen Metabolism","map00150",0.668069091846301,4,27,0.99868912441704,1,"Dehydroandrosterone;
19-Oxotestosterone;
Testosterone;
19-Hydroxyandrost-4-ene-3,17-dione;
Dehydroepiandrosterone;
17beta-hydroxyandrost-4-en-3-one;
3beta-hydroxyandrost-5-en-17-one;
Testosterone-d3;
3beta-hydroxyandrost-5-en-17-one;
Epitestosterone"
"20","1.8 Metabolism of cofactors and vitamins",0.125,"Pantothenate and CoA Biosynthesis","map00770",0.765123783741229,2,16,0.99868912441704,1,"L-Cysteine;
D-Cysteine;
cysteine;
Cysteine;
D-Pantothenoyl-L-cysteine"
"21","1.8 Metabolism of cofactors and vitamins",0.117647058823529,"Vitamin B6 Metabolism","map00750",0.794738404663733,2,17,0.99868912441704,1,"Pyridoxal 5'-phosphate;
Pyridoxal;
PLP"
"22","1.8 Metabolism of cofactors and vitamins",0.12,"Pterine Biosynthesis","map00790",0.803910554245248,3,25,0.99868912441704,1,"6-Lactoyltetrahydropterin;
Dihydrobiopterin;
7.8-dihydropterin;
7,8-BH2;
1-hydroxy-2-Oxopropyl tetrahydropterin;
7,8-BH2"
"23","1.3 Lipid metabolism",0.111111111111111,"alpha-Linolenic acid metabolism","map00592",0.821033964848995,2,18,0.99868912441704,1,"Linolenelaidic acid;
alpha-Linolenic acid;
gamma-Linolenic acid;
9Z,12Z,15Z-octadecatrienoic acid;
6Z,9Z,12Z-octadecatrienoic acid;
Octadeca-6,9,12-trienoic acid;
9Z,12Z,15Z-octadecatrienoic acid"
"24","1.10 Biosynthesis of other secondary metabolites",0.105263157894737,"Caffeine Metabolism","map00232",0.844295168777584,2,19,0.99868912441704,1,"3,7-Dimethyluric acid;
1,7-Dimethyluric acid"
"25","1.3 Lipid metabolism",0.125,"Arachidonic Acid Metabolism","map00590",0.852747508324497,8,64,0.99868912441704,1,"Prostaglandin A2;
Prostaglandin B2;
12-Keto-leukotriene B4;
Glutamate;
Prostaglandin J2;
D-Glutamic acid;
Delta-12-Prostaglandin J2;
15-Deoxy-d-12,14-PGJ2;
D-Glutamic acid;
L-Glutamate;
DL-Glutamate;
11-oxo-15S-hydroxy-5Z,9,13E-prostatrienoic acid;
9-oxo-15S-hydroxy-5Z,11Z,13E-prostatrienoic acid;
12-dehydro-leukotriene B4;
9-oxo-15S-hydroxy-5Z,10Z,13E-prostatrienoic acid;
15S-hydroxy-9-oxo-5Z,8(12),13E-prostatrienoic acid;
11-oxo-15S-hydroxy-5Z,9Z,13E-prostatrienoic acid;
11-oxo-5Z,9,12E,14E-prostatetraenoic acid;
(5Z)-11-Oxoprosta-5,9,12,14-tetraene-1-oic acid;
9-oxo-15S-hydroxy-5Z,10Z,13E-prostatrienoic acid;
12-Keto-leukotriene B4;
PGB2;
11-oxo-15S-hydroxy-5Z,9Z,13E-prostatrienoic acid;
11-oxo-5Z,9,12E,14E-prostatetraenoic acid;
9-oxo-15S-hydroxy-5Z,11Z,13E-prostatrienoic acid;
(15S)-Prostaglandin A2;
(E)-7-[(5R)-5-[(E)-3-Hydroxyoct-1-enyl]-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid;
(E)-7-[(1S,5E)-5-(3-Hydroxyoctylidene)-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid;
Prostaglandin A-2;
Prostaglandin B-2"
"26","1.5 Amino acid metabolism",0.117647058823529,"Valine, leucine and isoleucine degradation","map00280",0.869137922207962,6,51,0.99868912441704,1,"L-Alloisoleucine;
D-Leucine;
(±)-erythro-Isoleucine;
Pyridoxal 5'-phosphate;
Glutamate;
L-Leucine;
Pyridoxal;
D-Glutamic acid;
L-Isoleucine;
L-Leucine;
D-Glutamic acid;
L-Glutamate;
2S-Amino-3S-methylpentanoic acid;
8-[(2-methylpropanoyl)sulfanyl]-6-sulfanyloctanamide;
DL-Glutamate;
PLP;
alloisoleucine;
2S-Amino-3S-methylpentanoic acid"
"27","1.8 Metabolism of cofactors and vitamins",0.103448275862069,"Nicotinate and nicotinamide metabolism","map00760",0.879121486940371,3,29,0.99868912441704,1,"L-Glutamine;
Glutamate;
D-Glutamine;
D-Glutamic acid;
Niacinamide;
D-Glutamic acid;
L-Glutamate;
NAM;
DL-Glutamate;
Glutamine"
"28","1.8 Metabolism of cofactors and vitamins",0.0869565217391304,"One carbon pool by folate","map00670",0.912439263883852,2,23,0.99868912441704,1,"Pyridoxal 5'-phosphate;
Glutamate;
D-Glutamic acid;
D-Glutamic acid;
L-Glutamate;
DL-Glutamate;
PLP"
"29","1.3 Lipid metabolism",0.08,"Phospholipid Biosynthesis","map00564",0.934971385944206,2,25,0.99868912441704,1,"Glycerylphosphorylethanolamine;
Choline;
Cho;
GPETA"
"30","1.1 Carbohydrate metabolism",0.0882352941176471,"Propanoate metabolism","map00640",0.936723680593942,3,34,0.99868912441704,1,"beta-Alanine;
Pyridoxal 5'-phosphate;
Glutamate;
D-Glutamic acid;
D-Glutamic acid;
L-Glutamate;
b-Ala;
DL-Glutamate;
PLP"
"31","1.1 Carbohydrate metabolism",0.0769230769230769,"Citric Acid Cycle","map00020",0.944078048318704,2,26,0.99868912441704,1,"D-threo-isocitrate;
QH(2)"
"32","1.4 Nucleotide metabolism",0.102941176470588,"Purine metabolism","map00230",0.950276416787177,7,68,0.99868912441704,1,"Guanosine;
Vidarabine;
L-Glutamine;
Glutamate;
Adenosine;
D-Glutamine;
Hypoxanthine;
D-Glutamic acid;
Adenine;
Deoxyguanosine;
D-Glutamic acid;
L-Glutamate;
Ade-Rib;
Ade;
Gua-Rib;
2'-deoxyguanosine;
Hyp;
DL-Glutamate;
Glutamine;
9-beta-d-Arabinofuranosylguanine;
9-Arabinofuranosyladenine"
"33","1.1 Carbohydrate metabolism",0.0740740740740741,"Glycolysis / Gluconeogenesis","map00010",0.951972753732142,2,27,0.99868912441704,1,"2,3-Diphosphoglyceric acid;
Glyceric acid 1,3-biphosphate"
"34","1.4 Nucleotide metabolism",0.0769230769230769,"Pyrimidine metabolism","map00240",0.981920369829031,4,52,0.99868912441704,1,"beta-Alanine;
Ureidoisobutyric acid;
Ureidopropionic acid;
L-Glutamine;
D-Glutamine;
UIBA;
b-Ala;
UPROP;
Glutamine;
3-ureido-isobutyrate"
"35","1.8 Metabolism of cofactors and vitamins",0.0555555555555556,"Porphyrin Metabolism","map00860",0.98839532307338,2,36,0.99868912441704,1,"Porphobilinogen;
Pyridoxal 5'-phosphate;
PLP"
"36","1.1 Carbohydrate metabolism",0.0566037735849057,"Starch and sucrose metabolism","map00500",0.996021190425662,3,53,0.99868912441704,1,"(2R)-1-O-beta-D-Galactopyranosylglycerol;
Glyceric acid 1,3-biphosphate;
Pyridoxal 5'-phosphate;
Galactosylglycerol;
PLP;
3-beta-D-galactosyl-sn-glycerol"
"37","1.3 Lipid metabolism",0.05,"Primary bile acid biosynthesis","map00120",0.99868912441704,3,60,0.99868912441704,1,"Ursodeoxycholic acid;
Isolithocholic acid;
Allochenodeoxycholic acid;
Allodeoxycholic acid;
Isoallolithocholic acid;
Allolithocholic acid;
3b,12a-Dihydroxy-5a-cholanoic acid;
3a,7a-Dihydroxycholanoic acid;
Lithocholic acid;
Chenodeoxycholic acid;
3b,7a-Dihydroxy-5b-cholanoic acid;
3a,12b-Dihydroxy-5b-cholanoic acid;
3b,12a-Dihydroxy-5b-cholanoic acid;
Isoursodeoxycholic acid;
Deoxycholic acid;
3beta,12beta-Dihydroxy-5beta-cholanoic acid;
3alpha-Hydroxy-5beta-cholan-24-oic Acid;
3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic Acid;
3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic Acid;
3beta,7beta-Dihydroxy-5beta-cholan-24-oic Acid;
3beta-Hydroxy-5beta-cholan-24-oic Acid;
3b,12a-Dihydroxy-5b-cholanoic acid;
3b,7a-Dihydroxy-5b-cholanoic acid;
3alpha,7beta-Dihydroxy-5beta-cholan-24-oic Acid;
3b,12a-Dihydroxy-5a-cholanoic acid;
3a,12b-Dihydroxy-5b-cholanoic acid;
3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic Acid;
3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic Acid;
3beta-Hydroxy-5alpha-cholan-24-oic Acid;
3beta,12beta-Dihydroxy-5beta-cholan-24-oic Acid;
3,7-Dihydroxycholan-24-oic acid;
3alpha,12beta-Dihydroxy-5alpha-cholan-24-oic Acid"
